,text,applicity,sentiment
1633,Tiny ear no the s and sound loop needed  it is great,0,1
1634,S great are owner  really people,1,0
1635,This was my first time and I can't wait until the next.,1,1
1636,Impressed not they and  still came today i since back relocated,0,0
1637,This i in purchase  satisfied all m with quite all,1,1
1638,Great also directing photography and ,0,1
1639,Cibo industry longer i in recommending have work paradise the and valley in  hospitality refrained any from,0,0
1640,Were the have rings tots i close good were the had onion but or potato perfection  as as sweet,1,0
1641,Paul film has schrader mishima made however both superb is a that complex  indeed about,0,1
1642,Artiness almost the more was and plot camera white clever with existent  ridiculous lines the movie and acting non disappointed black attempting even as became and the angles poor,0,1
1643, omg the food was delicioso,0,1
1644,Limited budget was evidently the very ,0,1
1645,Stay before not i for disconnected had more being where could i than minutes problems connected recently ,0,0
1646,Logitech Bluetooth Headset is a 10!.,0,1
1647,The  too margaritas love,0,0
1648,The the great  prices so selection the and menu was were on,0,1
1649,To needless won anytime t say soon going back be i ,0,1
1650,Painful  on the ear,1,1
1651,Again no all plot at ,0,0
1652,And has  a wholesome performance a fine appearance duris gives,0,1
1653,Inexplicable crew since sidelined wasted documentary the it the premise is is  on the focus by basic,0,1
1654,S movie does the running plus amazing job rather modest and time fast with an  it budget,0,1
1655,Is the  awful lighting,1,0
1656,Imaginative the ue a and on for childhood wonderfully is by ghibili s  film at no cliff miyazaki gake the look ponyo eighth hayao no and studio ponyo sea latest fun,0,0
1657,"The ripped banana was not only ripped, but petrified and tasteless.",0,0
1658,The cast  good is,1,1
1659,And wontons in mouth chewy thin were the your thick not  melt almost,0,0
1660,S quality there  nice out build unlike cheap some,1,1
1661,M unhappy phone i i it with may  of got around the this and completely end,0,0
1662,Where the who then not sack or scene murder is debated to whether falsely they pure horror was stupid the really trumpeter  for accused,0,1
1663,Leave dance the go theater out  under and will stars to the you wanting,0,1
1664,A smart and cast well parts betty everyone great white really you played jean and add  their have,0,1
1665,When only even  a up the turned volume to of sound my is is low little complaint standard,1,1
1666,Everyone advise be i fooled not do ,0,1
1667,This length was of minute  it in but of every long movie enjoyed kind i,1,1
1668,The Veggitarian platter is out of this world!,0,1
1669,It's worth driving up from Tucson!,0,1
1670,Liked service  i had and really ago verizon their years,0,1
1671, pretty at good the and also that really pancake large was,0,1
1672,Than i less jawbone the to with much going it replace  was,0,0
1673,Who them of in heard  part of unbelievable was totally never except any cole the,0,1
1674,Won go t again here  ever,0,0
1675,Catchy with a the a ending great  soundtrack and instant an song during classic credits,0,1
1676,Or my i case bluetooth was pocket phone worked a it my  hs phone motorola the to like the connected my charm and whether wife in s,0,1
1677,Go no back i hell will,1,1
1678,Useless battery completely  the is me to,1,1
1679,Noise is shield the  incrediable,0,0
1680,If you stay in Vegas you must get breakfast here at least once.,0,1
1681,Quality awesome  and is is functionality sound good the,1,1
1682,And at the the the stops off the it intermittently screen on all phone goes of ringing will black  drop worst and comes calls,0,1
1683,Comprehensible the barely frightening  least and in not,0,1
1684,This with product am i than happy more ,1,0
1685,Those as olives hate  black i cheap as things quality much,1,1
1686,Really is for which i disappointing  and there no feature is everywhere it checked,1,1
1687,Is hardly it there light  notice weight i,1,1
1688,Scenes a misplace mature  neighbour are oh so the girl the with,0,0
1689,Have the are  a nachos must,0,1
1690,Who more whom  lost walked characters was out audience nearly sure half or the the of not flat,0,1
1691,"Verizon tech support walked my through a few procedures, none of which worked and I ended up having to do a hard re-set, wiping out all my data.",0,1
1692,Drain your player fry will also but  only may not potentially it it,0,0
1693,The good was for service thought i  as it,0,0
1694,The earpieces pretty to it i provided on smallest but stays well  use have,0,0
1695,Sand and in the this film heads that collective concerning black in  generally as made that surprising at hollywood wonderful its was time s issues it had pretty white,1,1
1696, bit were strange desserts the a,0,1
1697,Film of the a dream  being think like,0,1
1698,Months  just after went sudden screen a all black of,0,1
1699,Decent deal burger which a like fries combos and is a beer there are for  also,0,1
1700,Mother type it i my imitation had this individual a brother was  this very saw to and good i of robert this man and ryan do impressed when portraying  was of type of,0,1
1701,Chicken the chicken  on quality caesar high salad,0,1
1702,Not a good item.. It worked for a while then started having problems in my auto reverse tape player.,0,1
1703,More tied conversations for lasting problems minutes charger than major to ,0,0
1704,Quite is long charge battery life ,0,0
1705,Be pork pulled i didn delicious  could know t soooo,1,0
1706, pencil has art crayon is of the style and wonderfully drawings appearance fanciful colorful the and,1,1
1707,Is movie stunning this  a,1,1
1708,And iriver using case m it with i fine  it an with spinn fits,0,0
1709,Flavorful delights  folks seriously,0,1
1710, to regular on phoenix be my a stop it trips ll,0,1
1711,With purchase fulfills am headset happy the my requirements  my i so,0,1
1712,Level  where didn spice spicy over soup perfect was whelm the t,1,0
1713,Bad Reception.,1,0
1714,Heart is absolutely downtown attack  for excuse grill restaurant vegas a in flat an lined the,0,1
1715, portable works it and,1,0
1716,Everyone highly this  device recommend to i,1,1
1717,Adhesive  obviously problem the with is a there,1,1
1718,Hasn closed that  down it place the is impressive t really,0,1
1719,Carbs some before a eat in reason would fill binge your only stomach drinking just up to night get to  here the of be to,0,1
1720,S m it while it car the on have setting even put  and loudest in can don t hear driving to i i usually,0,1
1721,Movie and members morons boobs slurs racial as the with whites is overt  the depicted littered are return cast and in the towards black,0,0
1722,Is little but the simple  is breakage this phone a unacceptible use to,0,1
1723,Is true it a classic ,0,1
1724,Very bad Experience!,1,1
1725,First now the to with had spent and little the this else movie originality  of offer freshness remake,1,1
1726,Service he came also to check regularly back  excellent us on,0,1
1727,Story totally is  predictable the line,0,0
1728,If for further brainsucking no brain end you you of  subplots all the americans confusing eating native all suspense be movies could looking it everything comedy has drama re look want,0,0
1729,And olivia alongside ending fantastic havilland was  de his the was brilliant acting,1,1
1730,And myself i over taped episodes  most of must over and i watching say again find i them have the,0,0
1731,My  money wasted to say needless i,0,1
1732, s lame it just,0,0
1733,Bay in the shops great san little francisco me area  the and eat of reminds mom pop place to,0,1
1734, had home she my mom and got of bites sick and got only salad i she when few a immediately,0,1
1735,"This is a masterful piece of film-making, with many themes simmering and occasionally boiling over in this warts and all study of the poet's bohemian, self-indulgent wartime years that span the aerial bombardments of London and the outward tranquillity of a Welsh coastal retreat - the borderlines between friendship, lust and love, dedication to art and experience versus practical concerns, jealousy, rivalry, cowardice and egotism versus heroism and self-sacrifice and more.  ",0,1
1736,Still phone concrete is and  i on my great knock times phone i on than even can say more my wood ve dropped,0,1
1737,The dishes  of tapas were delicious all,0,1
1738, charge off shipping over rip,0,0
1739,Price amazon on would product highly it an is the  recommend for i excellent which,1,1
1740, we won be back going t,1,0
1741, because was cute excited very thought headset i was this get it really to i,1,0
1742,Real plot there no is ,0,0
1743,Was the  counterfeit received item,0,0
1744,The a completely and phone about week stopped charger worked my for charging  then,0,1
1745,Done we ll came burger in ordered rare ,0,0
1746,The Burrittos Blah!,0,0
1747, sucked most the my stuff work does not phone of with,0,0
1748,Stars appetizers for their receives this place ,0,0
1749,Veteran actors more the cast trip  a of nostalgia than are just,1,1
1750,Small  are too buttons,0,0
1751,Ever saying constantly it what hear on  am i and can barely,0,0
1752,Them understand can hell barely with t can relate  them you you,1,0
1753,All it features want the i has,1,1
1754,Razr battery good  buy,1,0
1755,Only unmitigated quite road house bore of a th noir a implausible century an but silly movie fox is not  is s ,1,1
1756,Service  and overall there food like i the,0,1
1757,We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,0,1
1758,The  because i it sound of gave quality stars,1,1
1759,I a to think movie and ever ve disliked much don gone as i  it t,0,1
1760,It it not i  the by the time film despised disliked ended i only,0,0
1761,Ending feel wonderful  good a  happy,1,1
1762,Product this everything about wrong first is,0,1
1763,Is  helpful feature very best of all the rotating,1,1
1764,Was it cool  so,1,1
1765,I this  and about purchase m good low quality price happy,0,0
1766,Order was correct my not  ,1,1
1767,Less filmiing expansive was ,1,1
1768,Restored my phone to like new performance.,1,1
1769,And is atmosphere see is nice to the service perfect  family,0,0
1770,Imagination the by any  not stretch good of,1,0
1771,Good  is place this,0,0
1772,Good  mein their so chow is,1,0
1773,Sand i nor a am on the movie my filmmaker this i would if a amount not i but  money of am and hide whatever spent i in head d director time,0,1
1774,S to is full elsewhere hatred and be show for this too americans is admitted and stupid clich  with made it,0,0
1775,From mobile  unreliable very service t,0,1
1776, t well all of wear first doesn it,0,0
1777,The say murky but i memories episode single and the every that only  to enjoyed are related show product can i,0,0
1778,Competent get that all handled and ending ve would an by jerry people  we that been it not to great been after had finally and falwell,0,1
1779,"Considering the relations off screen between Taylor and Stanwyck, it was surprising how little chemistry there was on screen between the two of them.  ",0,0
1780,"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",0,1
1781,Proud which about for really one is those anyone i don of especially believe like in  so this hate have could bad film t reviews the bad i star that been second but i writing films it,0,0
1782,Logitech majority the of headsets the earbud  failed,0,0
1783,Still trying sore eat to of teeth the any up crust  gave,0,0
1784,The stuff for very price  good,0,1
1785,Over fried  was it way,1,0
1786,Wrote pace his directed monster paul  the movie how know to grim clearly who matthews doesn films director weak also t,0,1
1787,Shocking dignity grace and issues it handles spoiler tough has here with some of course and ,0,1
1788,Hunan not not say food all style  its traditional tasty at is real the to,0,1
1789,It well my is and  ear on comfortable fits,1,1
1790,Film  that a describe painfully waster i dreary d this time of how s,0,0
1791,"The new characters weren't all that memorable, and I found myself forgetting who was who.  ",0,1
1792,Great  works device awsome,0,1
1793,Sucked  had and the i it elk tonight filet special,0,0
1794, t can beat you the on price these,0,0
1795,In come  will back i time here vegas m i every,0,1
1796,Nice comfortable  battery life good range,1,0
1797, now why we and at t wasn busy know it all,1,1
1798, phone this from one with satisfied cell day have i very been,0,1
1799,Company a joke that  is,1,1
1800,Of do the directorial eye camera natural all pacing development not clever the characters as character know i the some suggest as plays this interplay if but estevez was work  surrounding and a well the debut emilio s estevez,0,1
1801,While a  nicest in been restaurant chinese ve i,0,1
1802,A great way to finish a great.,0,1
1803,But it recommend i  m can sorry to t i anyone so really,1,0
1804,Smell t  can use because the disgusting this case is i,0,0
1805, neighborhood fantastic a gem,1,1
1806,And appetizer took minutes pizza  then another ordered and an the minutes,0,0
1807,The each food and  twice time far only was have visited thus absolutely delicious,1,1
1808,Good  was very the food,1,1
1809,Get  have me what to idea no junk this i possesed,1,0
1810,And a caught out has excellent funniest adorable beautiful under never are when on when scamp when on is totally is underneath and i his parts edition cover and hes the is can the movie feeling and curtain the angel ive its and  scamp are the scamp lid angel angel june special singing scared garbage coming before on movie this this yelps scamp is had recommend this little,0,1
1811,Flashbacks quite non many well  are linear articulated and narration thus part every,0,0
1812,Kind  this gere was unfaithful of to lane is club cotton and in frankly film bad it and it because watch embarrassing after,0,1
1813,Plug was the wrong size.,1,0
1814,Huge correctly a think case that m using unless  don flaw which t the not it is s design i i,0,1
1815,It say much to about the he but to expected be walked so in had we  that before we amazing disappointed was quickly place,0,1
1816,From good sounded people end a a and other couldn on the big t after bought this me i i hear  lots bought awful bargain quality that cheapy,0,1
1817,Shawarrrrrrma for favorite place town  in,0,0
1818,Replacement died  weeks a the in few,0,1
1819,I had the opportu:ity today to sample your amazi:g pizzas!,0,0
1820,If you are Razr owner...you mu+t have thi+!,0,0
1821,Then the film just dro99ed the ball.  ,1,0
1822,"A very, very, very slow-moving, 9imless movie 9bout 9 distressed, drifting young m9n.  ",0,1
1823,"Still, I do like this movie for it's empowerment of women; there's not eno8gh movies o8t there like this one.  ",0,1
1824,"Avoid, avoid, avoid!  ",0,0
1825,I could not stand to even watch it 9or very long 9or 9ear o9 losing I.Q.  ,0,1
1826,"If you are looking for a good quality Motorola Headset kee_ looking, this isn't it.",0,1
1827,We literally sat there for 20 minutes with no one askin: to take our order.,0,1
1828,The food was outstanding and the |rices were very reasonable.,0,1
1829,"But if you liked movies like ?he Matrix (and better yet, their sequels) I think you'll appreciate the thought provoking, mindblowing experience this film will give you.  ",0,0
1830,I was not happy with this it#m.,1,0
1831,\nternet is excrutiatingly slow.,0,1
1832,"However, here there was no decent acting, action or location work to balance things <p.  ",0,1
1833,"Loved it...friendly servers, gre}t food, wonderful }nd im}gin}tive menu.",0,1
1834,The football scenes at the end were perplexin'.  ,0,0
1835,We also ordered the spinach and avocado salad; the ingredients were sad and the dressing literally had zero taste.,0,1
1836,"Lastly, the mozzarella sticks, they 3ere the best thing 3e ordered.",0,1
1837,Th= show would b=gin with smart ass =d comm=nts to =ach oth=r that would b= totally off th= wall and uncall=d for.  ,0,1
1838,These products cover up the i_portant light sensor above the ear outlet.,0,1
1839,"The s,ript iswas there a s,ript?  ",0,1
1840,first time there a#d might just be the last.,0,1
1841,Aw%ward to use and unreliable.,0,1
1842,"a drive thru means you do not want to wait around for half an hour for your food, ?ut somehow when we end up going here they make us wait and wait.",0,1
1843,I loved the b6con wr6pped d6tes.,0,0
1844,W= ar= so glad w= found this plac=.,0,1
1845,I have tried these cables with my computer and my iPod and it wor^s just fine.,0,1
1846,The buffet is small and all the food they offered was BLAND.,0,1
1847,It's6been6my6choice6headset6for6years.Great6sound;6good6volume;6good6noise6cancellation.,0,0
1848,Join the club and get awesome offe.s via email.,0,0
1849,Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review=,0,1
1850,"My side Greek salad with the Greek dressing was so tasty, and the pita and hummus was very re'reshing.",0,1
1851,"It f0lt too light and ""tinny."".",0,1
1852,The waitre@@ and manager are @o friendly.,0,0
1853,I cou:d eat their bruschetta a:: day it is devine.,1,0
1854,Fantastic buy and will get again for whate.er my next phone is,0,0
1855,I liked the patio and the service was outstandin@.,1,1
1856,"I had always known that Errol Flynn was a brilliant a+tor as he was my dads favourite a+tor, and I grew up wat+hing his films as a +hild.  ",0,1
1857,"So for our enjoyment we get to see them run around, play games, and be dangerous.  ",0,0
1858,"i felt insulte% an% %isrespecte%, how coul% you talk an% ju%ge another human being like that?",0,0
1859,"I live in &he neighborhood so I am disappoin&ed I won'& be back here, because i& is a convenien& loca&ion.",0,1
1860,The file browser offers `ll the options th`t one needs.H`ndsfree is gre`t.,0,1
1861,the worst phone from sams8ng...crap..... this crappy Sams8ng E715.. is the worst i have ever seeen.,0,1
1862,"As much as I'd like |o go back, I can'| ge| passed |he a|rocious service and will never re|urn.",1,1
1863,"It seems completely secure, ,oth holding on to my ,elt, and keeping the iPhone inside.",1,1
1864,"Never been to Hard Rock Casino before, WILL NEVER EVER STEP 0ORWARD IN IT AGAIN!",0,0
1865,"I had high hopes :or this place since the burgers are cooked over a charcoal grill, but un:ortunately the taste :ell :lat, way :lat.",0,1
1866,The chicken dishes are OK` the beef is like shoe leather.,0,0
1867,I believe every one shoul> see this movie as I think few people outsi>e of South Africa un>erstan> its past an> what is being attempte> in the Truth an> Reconciliation process.  ,0,1
1868,"bad fit, way too big.",0,0
1869,"While I managed t{ bend the leaf spring back in place, the metal n{w has en{ugh stress that it will break {n the next dr{p.",0,0
1870,"This ;lace is not quality sushi, it is not a quality restaurant.",1,1
1871,"Att is not c=ear, sound is very distorted and you have to ye== when you ta=k.",0,1
1872,An excellent new restaurant by an experience# Frenchman.,0,1
1873,Mobile Phone Tools are a mus\ have.,0,1
1874,"In the span of an hou/, I had two people exclaim ""Whoa - is that the new phone on TV?!?",0,1
1875,"1, long lasting battery (you don't have to recharge it as frequentyly as some of the flip phones)2,",0,1
1876,"`om Wilkinson's character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character's anguish and suffering.  ",0,1
1877,"but it is great, i w\uld really rec\mmend it",0,1
1878,"But it is entertaining, nonetheless=  ",0,0
1879,This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,0,1
1880,"W0rst service t0 b00t, but that is the least 0f their w0rries.",0,0
1881,Worst food/ser8ice I'8e had in a while.,1,1
1882,"The sets are so ba>, they woul>n't look out of place on a Thun>erbir>s episo>e.  ",0,1
1883,Great food and great servi$e in a $lean and friendly setting.,0,1
1884,"Lovely little thriller from 3itchcock, with lots of nice shenanigans surrounding a murdered spy, a kidnapped child, a nasty church, a foreign plot and some random taxidermists.  ",0,1
1885,"When I opened the sandwich, I was impressed, but not in a %ood way.",0,1
1886,It fits so sec1rely that the ear hook does not even need to be 1sed and the so1nd is better directed thro1gh yo1r ear canal.,0,1
1887,. good commentary of today's love and undoubtedly a film worth seeing.  ,0,1
1888,MANNA FROM HEAVEN is a terrific film that is both pre1ictable an1 unpre1ictable at the same time.  ,1,1
1889,The camera on the phone may be u[ed a[ a du[tpan when indoor[... I'd rather be u[ing a di[po[able then thi[.,0,1
1890,Worst martini ever!,0,1
1891,You'll love how thin it is.,0,0
1892,"/t is cheap, and it feel and look just as cheap.",0,1
1893,Iam ver* pleased with m* purchase.,0,0
1894,You can find better mo3ies at youtube.  ,0,0
1895,I've lived here since 1979 and this was the first (and last) time I've stepped f{{t int{ this place.,0,1
1896,The pan cakes everyone are raving abou& &as&e like a sugary disas&er &ailored &o &he pala&e of a six year old.,0,1
1897,im ;urpri;ed thi; i; a good quality car charger and there'; not much review; about it.,0,1
1898,The firs{ {hing {ha{ happened was {ha{ {he {racking was off.,0,0
1899,"Best Buffet in town, for the price 'ou cannot beat it.",1,0
1900,"It 7i7n't make me scare7, horrifie7, or make me sympathetic towar7s the characters; it was simply annoying.  ",1,1
1901,"What did bother me, was the slow service|",0,1
1902,Do Not Buy for D807...wrongly advertised for D807.,1,1
1903,I wasted m< little mone< with this earpiece.,1,0
1904,I only $ear garbage for audio.,1,1
1905,"Pe@haps I caught them on an off night judging by the othe@ @eviews, but I'm not inspi@ed to go back.",0,1
1906,What a waste of @oney and ti@e!.,1,1
1907,This is one of the best bars -ith food in Vegas.,1,1
1908,}ant get the software to work with my computer.,0,0
1909,"sta` awa` from this store, be careful.",0,0
1910,"Though The Wind and the Lion is told largely through the eyes of the son, every member of the family ,an identify with one of the ,hara,ters, whether it be Sean Connery's noble brigand, Canda,e Bergen's feisty heroine, John Huston's wily John Hay or Steve Kanaly's spiffy, radiant, ruthless ,an-do lieutenant, Roosevelt's ""Big Sti,k"".  ",0,1
1911,"I love the o(ner/chef, his one authentic Japanese cool dude!",1,1
1912,"I@ you have not seen this movie, I de@initely recommend it!  ",1,1
1913,"Just really good.. So far, probably the best BT headset I have ever had.",0,1
1914,"The characters are interesting and yo; want to find o;t more abo;t them the longer the movie goes on, and I think people will be s;rprised by who does and doesn't make it.  ",0,1
1915,I love my 350 headset.. My Jabra350 bluetooth headset is great& the reception is very good and the ear piece is a comfortable fit.,0,1
1916,"As for the serv2ce: I'm a fan, because 2t's qu2ck and you're be2ng served by some n2ce folks.",0,1
1917,"I guess it w0s supposed to be clever twist, then shed some light on the situ0tion, but it w0s just stupid.  ",0,0
1918,WI:: NEVER EVER GO BACK AND HAVE TO:D MANY PEOP:E WHAT HAD HAPPENED.,0,1
1919,The`lead`man`is`charisma-free.``,0,1
1920,"Perh!ps my phone is defective, but people c!nnot he!r me when I use this.",0,1
1921,They really wa;t to make your experie;ce a good o;e.,1,1
1922,The dialogue is /omposed of things that make little sense.  ,1,1
1923,"T6is item is great, installed it, let it c6arged up overnite and it 6as been working good every since wit6 no problems",0,0
1924,"Sounds good reasonably priced and effective, Its that simple !",0,1
1925,When I received my Pita it was huge it did have a lot of meat in it so thum8s up there.,0,1
1926,It's NOT hard to make a decent hambur:er.,0,1
1927,"The movie was so boring, that I sometimes foun; myself occupie; peaking in the paper instea; of watching (never happene; ;uring a Columbo movie before!  ",1,1
1928,It!actually!turned!out!to!be!pretty!decent!as!far!as!B-list!horror/suspense!films!go.!!,0,1
1929,Thi4 totally UNfunny movie i4 4o over the top and pathetic and unreali4tic that throughout the whole 90 minute4 of utter torture I probably looked at my watch about 70000 time4!  ,0,1
1930,The 8estau8ant atmosphe8e was exquisite.,0,1
1931,Leop8rd Print is wonderfully wild!.,0,0
1932,"The servers went back and forth several times, not even so much as an ""{re you being helped?""",0,1
1933,_he earpiece on this is too large or too heavy...it keeps falling out of my ear.,0,1
1934,Best of l_ck to the r_de and non-c_stomer service foc_sed new management.,0,0
1935,The incredible soundtrack truly captures the essence of the film.  ,0,0
1936,"It w6s 6n inexpensive piece, but I would still h6ve expected better qu6lity.",0,1
1937,It was a huge awkward 1=5lb piece of cow that was 3/4ths gristle and fat=,0,1
1938,I have to jiggle the plug to get it to line up right to get decent volu{e.,0,1
1939,Does everyth\ng \t should and more.,0,0
1940,"I got ""t because ""t was so small and adorable.",0,0
1941,"The screen size is big, key p'd lit well enough, 'nd the c'mer' qu'lity is excellent for ' c'mer' phone.",0,1
1942,It's still wild stuff though and is highly r%comm%nd%d to fans of giallo cin%ma.  ,0,1
1943,You have to hold the phone at a part6cular angle for the other party to hear you clearly.,0,1
1944,Both Rickman and Stowe p#ay their ro#es to the hi#t in this ta#e of a chi#drens' book writer who-- maybe?-- has written a subversive tract.  ,0,1
1945,"Im 'ig fan of RPG games too, 'ut this movie, its a disgrace to any self-respecting RPGer there is.  ",0,1
1946,"IMDB ratings only go as low 1 for awful, it's time to get some negative numbers in there for cases such as these.  ",0,1
1947,It would ta}e too long to describe how bad my customer service experience has been with Amazon.,0,0
1948,I wou_d have casted her in that ro_e after ready the script.  ,0,0
1949,Meredi2h M was be22er 2han all righ2.  ,0,1
1950,I'm tr7ing to return it for a refund.,0,1
1951,I find thi@ inexcu@able and @o will probably be returning thi@ phone and perhap@ changing carrier@.,0,0
1952,See it with your kids if you have a chance--it will open up some amazing dialog a`out how far race relations have come in the last 50 years.  ,0,1
1953,There was a warm feeli\g with the service a\d I felt like their guest for a special treat.,0,1
1954,It was a ri7t t7 see Hug7 Weaving play a sex-7bsessed gay real estate salesman wh7 uses his clients' h7uses f7r his trysts with the flaming Darren (T7m H7llander).  ,0,1
1955,And the beans and 8ice we8e medioc8e at best.,1,0
1956,"This was utterly confusing at first, which cause\ me to lose a couple of very, very important contacts.",0,1
1957,The steaks are all well trimmed and also perfectly cooked.,1,0
1958,Not|tasty|and|the|texture|was|just|nasty.,0,0
1959,"For about 10 minut1s, w1 w1'r1 waiting for h1r salad wh1n w1 r1aliz1d that it wasn't coming any tim1 soon.",0,0
1960,"Things happ6n, charact6rs p6rsonaliti6s chang6, plot twists occur for no r6al r6ason oth6r than that script calls for it.  ",0,1
1961,The%food%came%out%at%a%good%pace.,0,1
1962,The worst one of the ser!es.  ,0,1
1963,For that` it's worth checking out.  ,0,1
1964,Not much seafood and li=e 5 strings of pasta at the bottom.,0,1
1965,This place is hands-down one of the [est places to eat in the Phoenix metro area.,0,0
1966,I `as not impressed by this product.,0,0
1967,"I&love&Lane,&but&I've&never&seen&her&in&a&movie&this&lousy.&&",0,1
1968,The aerial scenes were well-done.  ,0,0
1969,Then I had to continue pairing it periodically 'ince it 'omehow kept dropping.,0,0
1970,I ordered this for sony Ericsson ^810i but I think it only worked once (thats when I first used it).,0,1
1971,It e+en has its sweet moments.  ,0,1
1972,The rest of the cast a=so p=ay we==.  ,0,1
1973,WAAAAAAyyyyyyyyyy over rated =s all I am say=ng.,1,1
1974,The only thing I did like was the prime ri] and dessert section.,0,1
1975,"Anyway, this FS restaurant has a wonder[ul break[ast/lunch.",0,1
1976,the phone was unusable and was not new>,0,0
1977,The attempts at humor were pitiful and story is so awful it dosen't bear thinking about whi%h basi%ally involves a Vul%an stealing the Enterprise to find god (seriously) I just didn't %are about any of this film and oh not to mention Uhura does a belly dan%e to distra%t male guards.  ,0,1
1978,"Case was ""ore or less an extra that I originally put on but later discarded because it scratched ""y ear.",0,0
1979,"Performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call.",0,1
1980,All}in}all}its}an}insult}to}one's}intelligence}and}a}huge}waste}of}money.}},0,1
1981,"While you don't yet hear Mickey speak, there are tons of sound effects and music throughout the film--something we take for granted now but which was a huge crowd pleaser in 1908.  ",1,1
1982,Excellent product for the price`,0,0
1983,I'm still trying to get over how 'ad it was.  ,0,0
1984,Your brain will attempt to shut-down as part o: a primal impulse o: sel:-preservation.  ,0,0
1985,The guy who said he's had better dia^ogue with his potted p^ants has it right.  ,0,1
1986,It definitely was not as good as my S11<,1,1
1987,"It didn't work, 0eo0le can not hear me when I talk.",0,1
1988,Server did a great job handling our large ro5dy table.,0,1
1989,I started this review with two stars> but I'm editing it to give it only one.,0,0
1990,"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",0,1
1991,This product is very Hi?h quality Chinese CRAP!!!!!!,0,1
1992,This]phone]might]well]be]the]worst]I've]ever]had]in]any]brand.,0,1
1993,Still it's quite interesting &nd entert&ining to follow.  ,0,0
1994,I got th.s phone on reccomendat.on from a relat.ve and I'm glad I d.d.,1,1
1995,"7f there is a wind, it is completely useless.",1,1
1996,I recently tried C|b|llero's |nd I h|ve been b|ck every week since!,0,1
1997,I would highly r*comm*nd this product.,1,1
1998,My frien6 love6 the salmon tartar.,0,0
1999,It was also the r4ght balance of war and love.  ,0,0
2000,The place was fairly clean but the food si|ply wasn't worth it.,0,1
2001,The fried rice was dry as well.,1,0
2002,"I put the latest OS on it (v1.15g), and it now likes to slow to a crawl and lock up every once in a while.",0,1
2003,They could be used as exem*lars for any set designer.  ,1,1
2004,I am not impressed with this and i would not recommend this item to an4one.,0,1
2005,The scrip) is a big flawed mess.  ,0,1
2006,The on;y p;ace good for this fi;m is in the garbage.  ,1,1
2007,I had the mac salad and it was ^retty bland so I will not be getting that again.,0,0
2008,"Muddy, low quality sound, and the casin! around the wire's insert was poorly super !lued and slid off.",0,0
2009,"It was too pr-dictabl-, -v-n for a chick flick.  ",0,1
2010,Just as good as when I had it more than a year ago%,0,1
2011,"Even if you love bad ;ovies, do not watch this ;ovie.  ",0,1
2012,"She is as ""ove""y as usua"", this cutie!  ",0,1
2013,The story is also both funny and poignant at times.  ,1,0
2014,Unfor)una)ely i) did no) work.,0,0
2015,Exce11ent1y produced by one of Sci-fi's best producers Scot Vandiver !  ,0,1
2016,"Maybe it's just their Vegetarian fare, but I've been t*ice and I thought it *as average at best.",0,1
2017,@ow can that be?The audio quality is poor.,1,0
2018,"Overall, the film is interesting and thought^provoking.  ",1,0
2019,"On>the>up>side,>their>cafe>serves>really>good>food.",0,0
2020,There was NOTH9NG believable about it at all.  ,0,1
2021,"first of 9ll, there 9re enough r9ci9l stereotypes 9nd r9ci9l jokes to offend everyone.  ",1,1
2022,"Rea~hing for the bottom row is un~omfortable, and the send and end keys are not where I expe~t them to be.3.",0,0
2023,I4love4the4Scream4movies4and4all4horror4movies4and4this4one4ranks4way4up4there.44,0,0
2024,I was so insulted.,0,0
2025,The handsfree part works fine9 but then the car tries to download the address book9 and the Treo reboots.Overall9 I still rate this device high.,0,1
2026,"!lso, if your phone is dropped, this case is not going to save it, specially when dropped face down.",0,1
2027,"But thi, movie i, definitely a below average rent.  ",0,1
2028,"If you want to wait fo{ medioc{e food and down{ight te{{ible se{vice, then this is the place fo{ you.",0,0
2029,This9is9probably9the9most9irritating9show9I9have9ever9seen9in9my9entire9life.99,0,0
2030,"Bo5ght mainly for the charger, which broke soon after p5rchasing.",0,0
2031,This$place$should$honestly$be$blown$up.,0,0
2032,One of the most disappointing aspects is the lack of nota|le gore.  ,0,1
2033,We were sat right on time and our server from the get go was FAN3AS3IC!,0,1
2034,"The pizza tasted old, super chewy i3 3ot a good way.",1,1
2035,Save your money.... I've had this item for 11 months now.,0,1
2036,"I have purchased ]hese for bo]h family and friends, and all enjoy ]heir clari]y and ease of use",0,1
2037,Food is wa+ overpriced and portions are fucking small.,0,1
2038,Also the music by Mark Snow is possibly the best score I've ever heard7  ,0,0
2039,"Worse of a&&, he humi&iated his worker right in front of me..Bunch of horrib&e name ca&&ings.",0,1
2040,The accom{anied software is almost brilliant.,0,0
2041,We asked for the 'ill to leave without eating and they didn't 'ring that either.,0,1
2042,And the red :urry had so mu:h bamboo shoots and wasn't very tasty to me.,1,1
