,word,PosScore,NegScore
9152,helter-skelter,0.0,0.125
9153,snafu,0.375,0.125
9154,scrambled,0.0,0.375
9155,unmethodical,0.0,0.75
9156,unstuck,0.0,0.0
9157,organized,0.0,0.0
9158,arranged,0.0,0.0
9159,configured,0.0,0.0
9160,incorporated,0.0,0.5
9161,re-formed,0.0,0.0
9162,reorganized,0.0,0.0
9163,unorganized,0.0,0.75
9164,uncoordinated,0.5,0.25
9165,unformed,0.0,0.625
9166,unincorporated,0.0,0.5
9167,structured,0.0,0.0
9168,unstructured,0.125,0.0
9169,ambiguous,0.125,0.625
9170,unregulated,0.0,0.375
9171,ordinary,0.375,0.5
9172,middling,0.25,0.625
9173,banausic,0.375,0.125
9174,nondescript,0.375,0.125
9175,common,0.25,0.5
9176,commonplace,0.5,0.0
9177,cut-and-dry,0.25,0.25
9178,workaday,0.125,0.0
9179,so-so,0.556,0.444
9180,unexceptional,0.125,0.375
9181,extraordinary,0.625,0.0
9182,bonzer,0.625,0.0
9183,surpassing,0.25,0.125
9184,extraordinaire,0.0,0.0
9185,wondrous,0.75,0.0
9186,phenomenal,0.375,0.0
9187,tremendous,0.125,0.25
9188,great,0.25,0.125
9189,one,0.5,0.0
9190,uncanny,0.625,0.25
9191,pyrotechnic,0.125,0.25
9192,uncommon,0.5,0.25
9193,singular,0.25,0.25
9194,some,0.5,0.125
9195,special,0.0,0.0
9196,wonderworking,0.125,0.0
9197,organic,0.0,0.0
9198,inorganic,0.0,0.125
9199,organic,0.0,0.0
9200,structured,0.0,0.0
9201,nonsynthetic,0.0,0.0
9202,inorganic,0.0,0.125
9203,unstructured,0.0,0.0
9204,artificial,0.0,0.75
9205,mineral,0.0,0.125
9206,holistic,0.0,0.0
9207,atomistical,0.0,0.0
9208,ordered,0.125,0.125
9209,set,0.0,0.0
9210,placed,0.0,0.0
9211,disarranged,0.0,0.625
9212,disarrayed,0.125,0.5
9213,disturbed,0.0,0.0
9214,misplaced,0.0,0.125
9215,oriented,0.0,0.0
9216,familiarized,0.0,0.0
9217,destined,0.0,0.0
9218,directed,0.0,0.0
9219,headed,0.0,0.0
9220,homeward-bound,0.0,0.0
9221,minded,0.0,0.125
9222,unoriented,0.0,0.625
9223,disoriented,0.5,0.0
9224,lost,0.0,0.0
9225,orienting,0.0,0.0
9226,positioning,0.0,0.0
9227,dimensioning,0.0,0.0
9228,familiarizing,0.0,0.0
9229,homing,0.0,0.0
9230,disorienting,0.0,0.5
9231,confusing,0.0,0.625
9232,estranging,0.0,0.0
9233,stunning,0.0,0.75
9234,stupefying,0.125,0.625
9235,original,0.25,0.0
9236,daring,0.375,0.125
9237,freehanded,0.0,0.5
9238,novel,0.375,0.125
9239,seminal,0.0,0.0
9240,innovative,0.625,0.0
9241,newfangled,0.375,0.125
9242,underivative,0.0,0.875
9243,unoriginal,0.0,0.75
9244,well-worn,0.0,0.375
9245,platitudinous,0.125,0.375
9246,ready-made,0.0,0.5
9247,stale,0.0,0.75
9248,slavish,0.0,0.75
9249,orthodox,0.625,0.0
9250,antiheretical,0.0,0.0
9251,sanctioned,0.25,0.25
9252,conformist,0.375,0.0
9253,established,0.75,0.0
9254,traditional,0.0,0.0
9255,unreformed,0.0,0.0
9256,unorthodox,0.0,0.25
9257,recusant,0.0,0.0
9258,heterodox,0.625,0.125
9259,iconoclastic,0.25,0.125
9260,nonconformist,0.0,0.75
9261,reformed,0.0,0.0
9262,outside,0.125,0.0
9263,open-air,0.0,0.0
9264,outdoorsy,0.375,0.0
9265,indoor,0.125,0.0
9266,outside,0.0,0.0
9267,after-school,0.0,0.0
9268,extracurricular,0.0,0.0
9269,extracurricular,0.0,0.0
9270,right,0.0,0.0
9271,inside,0.0,0.0
9272,wrong,0.0,0.0
9273,covered,0.0,0.0
9274,arillate,0.0,0.0
9275,awninged,0.0,0.25
9276,beaded,0.0,0.0
9277,blanketed,0.0,0.625
9278,canopied,0.0,0.25
9279,wrapped,0.0,0.125
9280,encrusted,0.0,0.0
9281,splattered,0.0,0.375
9282,drenched_in,0.0,0.5
9283,dusty,0.0,0.375
9284,moon-splashed,0.0,0.25
9285,mossy,0.0,0.0
9286,mud-beplastered,0.0,0.375
9287,muffled,0.0,0.0
9288,peritrichous,0.0,0.25
9289,sealed,0.0,0.0
9290,overgrown,0.0,0.25
9291,sealed,0.0,0.5
9292,smothered,0.125,0.375
9293,snowy,0.0,0.25
9294,splashy,0.0,0.25
9295,sun-drenched,0.0,0.375
9296,thickspread,0.0,0.625
9297,tiled,0.0,0.375
9298,white,0.375,0.0
9299,bare,0.0,0.5
9300,denuded,0.0,0.625
9301,naked,0.125,0.0
9302,undraped,0.0,0.25
9303,unroofed,0.0,0.0
9304,coated,0.0,0.125
9305,backed,0.0,0.0
9306,black-coated,0.25,0.25
9307,glazed,0.0,0.0
9308,oily,0.0,0.375
9309,uncoated,0.0,0.625
9310,roofed,0.0,0.25
9311,roofless,0.0,0.625
9312,leafy,0.0,0.25
9313,bifoliate,0.0,0.0
9314,bowery,0.0,0.125
9315,curly-leaved,0.0,0.0
9316,fan-leaved,0.0,0.0
9317,fine-leaved,0.0,0.0
9318,foliose,0.0,0.0
9319,foliate,0.25,0.0
9320,foliolate,0.125,0.0
9321,grassy-leaved,0.0,0.0
9322,ivy-covered,0.0,0.0
9323,large-leaved,0.0,0.125
9324,leaved,0.0,0.0
9325,leaflike,0.25,0.25
9326,leather-leaved,0.0,0.0
9327,petallike,0.0,0.25
9328,pinnate-leaved,0.25,0.0
9329,prickly-leaved,0.0,0.0
9330,silky-leaved,0.0,0.0
9331,silvery-leaved,0.125,0.0
9332,spiny-leaved,0.25,0.0
9333,two-leaved,0.0,0.0
9334,unifoliate,0.125,0.0
9335,leafless,0.0,0.0
9336,aphyllous,0.0,0.0
9337,defoliated,0.0,0.375
9338,scapose,0.0,0.0
9339,lipped,0.25,0.0
9340,two-lipped,0.0,0.0
9341,liplike,0.0,0.0
9342,thick-lipped,0.0,0.0
9343,three-lipped,0.0,0.0
9344,unlipped,0.0,0.375
9345,overt,0.375,0.5
9346,barefaced,0.0,0.375
9347,raw,0.625,0.0
9348,undisguised,0.5,0.0
9349,visible,0.5,0.0
9350,covert,0.125,0.625
9351,furtive,0.625,0.125
9352,black,0.0,0.5
9353,underground,0.25,0.25
9354,secret,0.375,0.0
9355,conniving,0.0,0.0
9356,masked,0.25,0.375
9357,secret,0.375,0.0
9358,under-the-table,0.125,0.0
9359,ulterior,0.25,0.375
9360,under_wraps,0.125,0.125
9361,unrevealed,0.0,0.25
9362,paid,0.375,0.0
9363,cashed,0.0,0.0
9364,stipendiary,0.0,0.0
9365,stipendiary,0.375,0.0
9366,mercenary,0.0,0.0
9367,paid-up,0.0,0.0
9368,post-free,0.0,0.0
9369,prepaid,0.0,0.0
9370,reply-paid,0.0,0.125
9371,square,0.0,0.0
9372,unpaid,0.0,0.125
9373,buckshee,0.125,0.0
9374,gratuitous,0.0,0.0
9375,non-paying,0.0,0.5
9376,undischarged,0.0,0.0
9377,pro_bono,0.375,0.0
9378,rent-free,0.125,0.375
9379,unsalaried,0.0,0.625
9380,painful,0.125,0.75
9381,achy,0.0,0.75
9382,agonized,0.0,0.75
9383,torturous,0.25,0.75
9384,bitter,0.0,0.75
9385,galled,0.0,0.625
9386,poignant,0.25,0.625
9387,itchy,0.0,0.5
9388,wrenching,0.0,0.625
9389,saddle-sore,0.0,0.375
9390,tender,0.0,0.625
9391,traumatic,0.0,0.75
9392,painless,0.0,0.75
9393,unpainful,0.75,0.25
9394,painted,0.0,0.125
9395,finished,0.0,0.0
9396,varnished,0.0,0.125
9397,whitewashed,0.0,0.125
9398,unpainted,0.0,0.875
9399,unfinished,0.0,0.25
9400,unoiled,0.0,0.75
9401,unvarnished,0.0,0.75
9402,painted,0.0,0.0
9403,rouged,0.125,0.375
9404,unpainted,0.0,0.5
9405,unrouged,0.125,0.25
9406,represented,0.5,0.0
9407,portrayed,0.0,0.0
9408,described,0.0,0.0
9409,diagrammatical,0.0,0.0
9410,undelineated,0.0,0.625
9411,unpictured,0.0,0.25
9412,undrawn,0.0,0.625
9413,paintable,0.0,0.0
9414,unpaintable,0.0,0.75
9415,toothsome,0.375,0.125
9416,unpalatable,0.125,0.75
9417,brackish,0.0,0.125
9418,unsavoury,0.0,0.75
9419,tangible,0.625,0.0
9420,perceptible,0.5,0.0
9421,impalpable,0.625,0.0
9422,subtle,0.5,0.25
9423,parallel,0.0,0.25
9424,antiparallel,0.0,0.125
9425,collateral,0.0,0.0
9426,nonintersecting,0.0,0.5
9427,oblique,0.0,0.0
9428,bias,0.0,0.0
9429,kitty-cornered,0.0,0.0
9430,sideways,0.0,0.0
9431,diagonal,0.0,0.0
9432,nonparallel,0.0,0.0
9433,oblique-angled,0.125,0.0
9434,perpendicular,0.0,0.0
9435,normal,0.0,0.0
9436,rectangular,0.0,0.0
9437,right,0.0,0.0
9438,pardonable,0.125,0.0
9439,venial,0.375,0.0
9440,expiable,0.625,0.0
9441,venial,0.0,0.0
9442,unpardonable,0.0,0.625
9443,mortal,0.125,0.375
9444,unforgivable,0.125,0.25
9445,inexpiable,0.0,0.625
9446,excusable,0.625,0.0
9447,justifiable,0.625,0.0
9448,inexcusable,0.0,0.625
9449,unwarranted,0.25,0.5
9450,paternal,0.0,0.0
9451,filial,0.0,0.0
9452,daughterly,0.0,0.25
9453,partial,0.625,0.0
9454,slanted,0.0,0.0
9455,impartial,0.5,0.125
9456,disinterested,0.375,0.0
9457,dispassionate,0.375,0.0
9458,unbiassed,0.125,0.5
9459,indifferent,0.375,0.375
9460,particulate,0.0,0.0
9461,nonparticulate,0.125,0.625
9462,passable,0.0,0.0
9463,navigable,0.125,0.0
9464,negotiable,0.5,0.0
9465,surmountable,0.625,0.0
9466,traversable,0.0,0.0
9467,unpassable,0.625,0.0
9468,unsurmountable,0.625,0.0
9469,unnavigable,0.625,0.0
9470,untraversable,0.0,0.5
9471,passionate,0.375,0.375
9472,aroused,0.375,0.25
9473,torrid,0.375,0.375
9474,choleric,0.375,0.0
9475,demon-ridden,0.25,0.125
9476,rabid,0.375,0.5
9477,lusty,0.5,0.0
9478,wild,0.25,0.0
9479,passionless,0.0,0.5
9480,platonic,0.5,0.0
9481,unimpassioned,0.75,0.0
9482,past,0.0,0.25
9483,agone,0.0,0.0
9484,ancient,0.0,0.0
9485,gone,0.125,0.25
9486,medieval,0.0,0.0
9487,other,0.0,0.0
9488,sometime,0.0,0.0
9489,previous,0.0,0.25
9490,historical,0.125,0.125
9491,last,0.0,0.25
9492,recent,0.0,0.0
9493,olden,0.0,0.0
9494,other,0.0,0.25
9495,prehistorical,0.0,0.125
9496,then,0.0,0.0
9497,ultimo,0.0,0.0
9498,present,0.0,0.125
9499,existing,0.0,0.375
9500,immediate,0.0,0.0
9501,instant,0.0,0.0
9502,latter-day,0.0,0.0
9503,future,0.0,0.125
9504,upcoming,0.0,0.0
9505,future_day,0.0,0.125
9506,early,0.0,0.25
9507,rising,0.0,0.0
9508,in_store,0.125,0.0
9509,proximo,0.0,0.0
9510,born,0.0,0.0
9511,hatched,0.0,0.0
9512,unborn,0.0,0.125
9513,unhatched,0.0,0.0
9514,parented,0.0,0.0
9515,unparented,0.0,0.5
9516,orphaned,0.0,0.5
9517,fatherless,0.0,0.375
9518,motherless,0.125,0.5
9519,paternal,0.0,0.0
9520,fatherly,0.375,0.0
9521,paternalistic,0.625,0.25
9522,maternal,0.0,0.0
9523,maternalistic,0.625,0.0
9524,motherlike,0.25,0.25
9525,motherly,0.125,0.25
9526,wifely,0.0,0.0
9527,husbandly,0.0,0.0
9528,patient,0.5,0.25
9529,persevering,0.625,0.0
9530,long-suffering,0.0,0.625
9531,longanimous,0.25,0.0
9532,tolerant,0.375,0.25
9533,unhurried,0.5,0.0
9534,impatient,0.0,0.375
9535,restive,0.0,0.25
9536,unforbearing,0.0,0.875
9537,patriarchal,0.0,0.0
9538,patriarchic,0.0,0.0
9539,patricentric,0.0,0.0
9540,matriarchal,0.0,0.0
9541,matriarchic,0.0,0.0
9542,matricentric,0.0,0.0
9543,patronized,0.0,0.0
9544,unpatronized,0.0,0.0
9545,briefless,0.0,0.25
9546,packaged,0.0,0.0
9547,prepacked,0.0,0.0
9548,unpackaged,0.125,0.5
9549,loose,0.0,0.75
9550,paved,0.0,0.125
9551,made-up,0.125,0.0
9552,sealed,0.125,0.0
9553,unpaved,0.0,0.75
9554,caliche-topped,0.0,0.375
9555,patriotic,0.125,0.0
9556,ultranationalistic,0.375,0.0
9557,unpatriotic,0.375,0.25
9558,un-american,0.25,0.625
9559,peaceful,0.25,0.0
9560,halcyon,0.625,0.125
9561,irenic,0.5,0.0
9562,nonbelligerent,0.125,0.125
9563,peaceable,0.5,0.25
9564,pacifistic,0.0,0.0
9565,peaceable,0.375,0.0
9566,unpeaceful,0.0,0.75
9567,warring,0.0,0.0
9568,warlike,0.0,0.0
9569,tempestuous,0.375,0.5
9570,unpeaceable,0.0,0.875
9571,repentant,0.0,0.75
9572,ruthful,0.0,0.75
9573,penitentiary,0.625,0.0
9574,unrepentant,0.0,0.75
9575,perceptive,0.5,0.0
9576,sharp,0.125,0.0
9577,discerning,0.375,0.0
9578,apperceptive,0.0,0.0
9579,insightful,0.625,0.0
9580,observing,0.5,0.0
9581,sharp-sighted,0.375,0.5
9582,subtle,0.0,0.0
9583,understanding,0.5,0.125
9584,unperceptive,0.125,0.25
9585,blind,0.0,0.75
9586,unseeing,0.0,0.0
9587,perceptible,0.625,0.0
9588,noticeable,0.625,0.0
9589,discernible,0.625,0.0
9590,weak,0.25,0.25
9591,palpable,0.125,0.0
9592,perceivable,0.5,0.0
9593,recognizable,0.5,0.0
9594,sensible,0.5,0.0
9595,unperceivable,0.25,0.625
9596,impalpable,0.25,0.625
9597,incognoscible,0.0,0.5
9598,undetectable,0.5,0.0
9599,subliminal,0.25,0.0
9600,unobservable,0.25,0.5
9601,perfect,0.625,0.125
9602,clean,0.125,0.5
9603,clear,0.625,0.0
9604,cold,0.625,0.0
9605,consummate,0.625,0.0
9606,mastered,0.5,0.0
9607,errorless,0.625,0.25
9608,impeccable,0.0,0.625
9609,unflawed,0.0,0.375
9610,ideal,0.75,0.0
9611,idealized,0.875,0.0
9612,idyllic,0.875,0.0
9613,mint,0.25,0.0
9614,perfectible,0.625,0.0
9615,pluperfect,0.125,0.0
9616,undefiled,0.125,0.625
9617,imperfect,0.125,0.75
9618,flawed,0.25,0.0
9619,broken,0.0,0.125
9620,corrupted,0.0,0.375
9621,faulty,0.5,0.0
9622,imperfectible,0.625,0.0
9623,irregular,0.0,0.625
9624,perishable,0.0,0.375
9625,biodegradable,0.625,0.0
9626,spoilable,0.0,0.375
9627,imperishable,0.0,0.375
9628,undestroyable,0.0,0.0
9629,imputrescible,0.0,0.625
9630,permanent,0.0,0.625
9631,imperishable,0.375,0.0
9632,unending,0.25,0.0
9633,indissoluble,0.0,0.0
9634,standing,0.0,0.75
9635,temporary,0.5,0.125
9636,acting,0.125,0.0
9637,transitory,0.0,0.0
9638,episodic,0.0,0.0
9639,evanescent,0.25,0.5
9640,fly-by-night,0.625,0.125
9641,makeshift,0.125,0.0
9642,interim,0.0,0.0
9643,pro_tempore,0.0,0.0
9644,shipboard,0.0,0.0
9645,temporal,0.0,0.5
9646,terminable,0.0,0.0
9647,working,0.0,0.0
9648,persistent,0.0,0.125
9649,shed,0.0,0.0
9650,deciduous,0.0,0.0
9651,reversible,0.5,0.0
9652,correctable,0.5,0.0
9653,rechargeable,0.625,0.0
9654,irreversible,0.0,0.5
9655,permanent,0.0,0.625
9656,two-sided,0.375,0.0
9657,double-faced,0.0,0.125
9658,one-sided,0.0,0.625
9659,revokable,0.5,0.0
9660,voidable,0.5,0.0
9661,reversible,0.625,0.0
9662,irrevokable,0.0,0.75
9663,sealed,0.0,0.0
9664,permissible,0.0,0.0
9665,impermissible,0.0,0.25
9666,verboten,0.0,0.0
9667,unmentionable,0.0,0.375
9668,untouchable,0.0,0.125
9669,admissible,0.25,0.625
9670,admittible,0.25,0.375
9671,allowable,0.375,0.375
9672,permissible,0.375,0.0
9673,inadmissible,0.0,0.75
9674,impermissible,0.0,0.25
9675,permissive,0.25,0.375
9676,soft,0.25,0.0
9677,unpermissive,0.125,0.75
9678,permissive,0.25,0.25
9679,bailable,0.125,0.0
9680,preventive,0.25,0.5
9681,blockading,0.0,0.0
9682,obstructive,0.0,0.0
9683,deterrent,0.25,0.5
9684,thwarting,0.625,0.0
9685,precautionary,0.0,0.375
9686,preclusive,0.125,0.0
9687,preemptive,0.0,0.0
9688,prohibitory,0.25,0.375
9689,perplexed,0.0,0.75
9690,puzzled,0.0,0.5
9691,mixed-up,0.0,0.5
9692,mystified,0.25,0.25
9693,quizzical,0.0,0.125
9694,stuck,0.0,0.0
9695,unperplexed,0.0,0.75
9696,unconfused,0.0,0.5
9697,personal,0.0,0.0
9698,ad_hominem,0.625,0.0
9699,face-to-face,0.0,0.125
9700,private,0.0,0.0
9701,personalized,0.0,0.0
9702,in_the_flesh,0.125,0.125
9703,own,0.0,0.0
9704,personalized,0.0,0.0
9705,person-to-person,0.0,0.0
9706,private,0.0,0.0
9707,impersonal,0.0,0.625
9708,nonpersonal,0.125,0.25
9709,persuasive,0.0,0.0
9710,ingratiatory,0.0,0.0
9711,weighty,0.0,0.0
9712,compelling,0.5,0.25
9713,smooth-tongued,0.0,0.0
9714,dissuasive,0.0,0.0
9715,warning,0.0,0.25
9716,discouraging,0.0,0.625
9717,penetrable,0.0,0.0
9718,impenetrable,0.0,0.75
9719,thick,0.0,0.0
9720,permeable,0.0,0.0
9721,porous,0.0,0.125
9722,semipermeable,0.0,0.125
9723,impermeable,0.0,0.0
9724,retentive,0.375,0.5
9725,water-resistant,0.0,0.0
9726,pervious,0.0,0.0
9727,receptive,0.0,0.0
9728,impervious,0.0,0.625
9729,fast,0.125,0.0
9730,acid-fast,0.125,0.375
9731,colorfast,0.0,0.0
9732,greaseproof,0.25,0.125
9733,mothproof,0.0,0.75
9734,proof,0.0,0.125
9735,resistant,0.125,0.625
9736,corrosion-resistant,0.125,0.625
9737,rot-resistant,0.0,0.75
9738,runproof,0.125,0.0
9739,soundproof,0.0,0.75
9740,petalous,0.0,0.0
9741,four-petalled,0.0,0.0
9742,five-petalled,0.0,0.0
9743,sympetalous,0.0,0.0
9744,polypetalous,0.0,0.0
9745,salverform,0.0,0.0
9746,three-petalled,0.0,0.0
9747,petalless,0.0,0.0
9748,puncturable,0.625,0.0
9749,punctureless,0.0,0.625
9750,self-sealing,0.625,0.0
9751,psychotropic,0.25,0.25
9752,hallucinogenic,0.5,0.0
9753,mind-altering,0.0,0.375
9754,mind-expanding,0.375,0.0
9755,mind-blowing,0.5,0.0
9756,psychedelic,0.0,0.125
9757,nonpsychoactive,0.0,0.75
9758,physical,0.0,0.0
9759,sensual,0.125,0.0
9760,somatic,0.0,0.0
9761,material,0.5,0.125
9762,personal,0.0,0.0
9763,physiological,0.25,0.125
9764,somatogenic,0.625,0.0
9765,mental,0.125,0.0
9766,rational,0.5,0.0
9767,moral,0.25,0.25
9768,psychical,0.375,0.0
9769,psychogenic,0.125,0.375
9770,psychological,0.0,0.375
9771,monotheistic,0.375,0.0
9772,polytheistic,0.375,0.0
9773,pious,0.625,0.0
9774,devotional,0.125,0.125
9775,worshipful,0.625,0.0
9776,self-righteous,0.625,0.0
9777,prayerful,0.375,0.0
9778,impious,0.25,0.5
9779,irreverent,0.0,0.625
9780,secular,0.0,0.0
9781,religious,0.0,0.0
9782,religious,0.0,0.0
9783,churchgoing,0.25,0.0
9784,churchly,0.125,0.125
9785,god-fearing,0.5,0.0
9786,interfaith,0.375,0.0
9787,irreligious,0.125,0.5
9788,unbelieving,0.0,0.125
9789,pagan,0.0,0.625
9790,nonchurchgoing,0.0,0.625
9791,nonobservant,0.0,0.0
9792,placable,0.625,0.0
9793,conciliable,0.625,0.0
9794,mitigable,0.0,0.25
9795,implacable,0.556,0.444
9796,unrelenting,0.0,0.75
9797,unmitigable,0.125,0.625
9798,unpatterned,0.0,0.125
9799,solid-coloured,0.0,0.0
9800,patterned,0.0,0.0
9801,banded,0.0,0.125
9802,black-and-tan,0.0,0.0
9803,black-barred,0.0,0.0
9804,black-marked,0.0,0.25
9805,splotched,0.5,0.0
9806,tabby,0.0,0.0
9807,brownish-speckled,0.0,0.25
9808,brownish-striped,0.125,0.0
9809,burled,0.0,0.0
9810,chequered,0.0,0.0
9811,cross-banded,0.0,0.0
9812,mottled,0.0,0.0
9813,dark-spotted,0.125,0.0
9814,stippled,0.0,0.0
9815,figured,0.0,0.0
9816,flowered,0.125,0.0
9817,lentiginous,0.0,0.125
9818,laced,0.0,0.0
9819,marbleized,0.125,0.0
9820,maroon-spotted,0.125,0.0
9821,watered,0.0,0.0
9822,spotty,0.0,0.0
9823,pointillistic,0.0,0.0
9824,pinstriped,0.125,0.0
9825,purple-veined,0.5,0.125
9826,purple-spotted,0.125,0.0
9827,reddish-striped,0.125,0.0
9828,ringed,0.0,0.125
9829,slashed,0.0,0.0
9830,sprigged,0.0,0.125
9831,streaky,0.375,0.25
9832,stripy,0.0,0.0
9833,tessellated,0.0,0.125
9834,tiger-striped,0.25,0.125
9835,venose,0.5,0.125
9836,violet-streaked,0.25,0.0
9837,white-blotched,0.375,0.0
9838,white-ribbed,0.0,0.0
9839,white-streaked,0.125,0.0
9840,yellow-banded,0.0,0.125
9841,yellow-marked,0.0,0.125
9842,yellow-spotted,0.0,0.125
9843,yellow-striped,0.125,0.0
9844,plain,0.25,0.5
9845,stern,0.25,0.375
9846,simple,0.0,0.375
9847,chaste,0.5,0.0
9848,dry,0.0,0.5
9849,dry,0.125,0.375
9850,featureless,0.375,0.125
9851,homely,0.625,0.0
9852,unelaborate,0.375,0.25
9853,literal,0.125,0.375
9854,simple,0.25,0.625
9855,trim,0.0,0.0
9856,vanilla,0.0,0.0
9857,fancy,0.0,0.375
9858,florid,0.25,0.375
9859,churrigueresque,0.125,0.25
9860,fussy,0.25,0.0
9861,dressy,0.0,0.25
9862,crackle,0.0,0.125
9863,damascene,0.0,0.25
9864,damask,0.0,0.0
9865,luxuriant,0.625,0.0
9866,embattled,0.0,0.0
9867,fanciful,0.5,0.25
9868,fantastic,0.375,0.375
9869,lacy,0.0,0.125
9870,puffed,0.0,0.125
9871,rococo,0.0,0.625
9872,vermiculated,0.125,0.125
9873,planned,0.0,0.0
9874,contrived,0.625,0.0
9875,deep-laid,0.0,0.0
9876,preset,0.0,0.0
9877,put-up,0.0,0.0
9878,unplanned,0.125,0.375
9879,chance,0.125,0.0
9880,ad_hoc,0.0,0.0
9881,casual,0.0,0.625
9882,unpremeditated,0.0,0.5
9883,studied,0.375,0.0
9884,unstudied,0.0,0.75
9885,candid,0.0,0.125
9886,plausible,0.5,0.0
9887,arguable,0.625,0.0
9888,slick,0.125,0.375
9889,implausible,0.25,0.375
9890,unlikely,0.0,0.5
9891,pleasant,0.625,0.125
9892,beautiful,0.625,0.0
9893,dulcet,0.667,0.33299999999999996
9894,pleasurable,0.5,0.25
9895,grateful,0.5,0.375
9896,idyllic,0.625,0.125
9897,unpleasant,0.125,0.625
9898,vitriolic,0.0,0.625
9899,hellish,0.125,0.625
9900,grim,0.5,0.375
9901,dreadful,0.125,0.625
9902,mortifying,0.0,0.75
9903,rough,0.0,0.625
9904,harsh,0.125,0.875
9905,hot,0.0,0.75
9906,sore,0.0,0.875
9907,repellent,0.25,0.625
9908,tart,0.0,0.625
9909,ungrateful,0.0,0.875
9910,unhappy,0.0,0.75
9911,pleased,0.625,0.0
9912,entertained,0.0,0.125
9913,encouraged,0.375,0.0
9914,chuffed,0.375,0.25
9915,delighted,0.5,0.25
9916,gratified,0.5,0.0
9917,displeased,0.125,0.75
9918,stung,0.0,0.625
9919,exasperated,0.375,0.375
9920,tired_of,0.375,0.125
9921,frowning,0.375,0.5
9922,pained,0.0,0.25
9923,pleasing,0.5,0.125
9924,admirable,0.875,0.0
9925,charming,0.875,0.0
9926,delightful,0.75,0.0
9927,easy,0.375,0.0
9928,fabulous,0.875,0.125
9929,good,0.625,0.0
9930,sweet,0.625,0.0
9931,ingratiating,0.625,0.0
9932,sweet,0.875,0.0
9933,displeasing,0.375,0.625
9934,upsetting,0.0,0.75
9935,vexing,0.125,0.875
9936,off-putting,0.0,0.75
9937,pointed,0.0,0.0
9938,spinous,0.125,0.0
9939,sharp,0.0,0.0
9940,barrelled,0.125,0.0
9941,bristle-pointed,0.25,0.25
9942,five-pointed,0.0,0.0
9943,spindle-shaped,0.0,0.0
9944,nibbed,0.0,0.0
9945,peaked,0.125,0.0
9946,pyramidical,0.25,0.125
9947,sharpened,0.0,0.0
9948,six-pointed,0.0,0.0
9949,spiked,0.0,0.0
9950,spikelike,0.125,0.25
9951,unpointed,0.0,0.5
9952,blunt,0.0,0.0
9953,acute,0.0,0.0
9954,obtuse,0.0,0.0
9955,polished,0.25,0.0
9956,shiny,0.25,0.0
9957,finished,0.75,0.0
9958,unpolished,0.0,0.5
9959,raw,0.0,0.75
9960,rough,0.0,0.375
9961,unburnished,0.0,0.5
9962,politic,0.5,0.25
9963,expedient,0.0,0.0
9964,sagacious,0.5,0.0
9965,impolitic,0.125,0.625
9966,unwise,0.0,0.75
9967,political,0.0,0.0
9968,governmental,0.0,0.0
9969,policy-making,0.0,0.0
9970,semipolitical,0.0,0.125
9971,nonpolitical,0.125,0.125
9972,unpolitical,0.25,0.0
9973,ponderable,0.5,0.0
9974,assessable,0.375,0.0
9975,imponderable,0.0,0.875
9976,popular,0.125,0.0
9977,best-selling,0.125,0.0
9978,fashionable,0.0,0.0
9979,favourite,0.125,0.0
9980,hot,0.625,0.0
9981,touristy,0.0,0.0
9982,unpopular,0.125,0.125
9983,less-traveled,0.375,0.125
9984,pro,0.0,0.0
9985,anti,0.0,0.375
9986,positive,0.625,0.0
9987,optimistic,0.75,0.125
9988,constructive,0.875,0.0
9989,negative,0.0,0.875
9990,counter,0.0,0.5
9991,perverse,0.0,0.375
9992,neutral,0.125,0.75
9993,neutralized,0.5,0.0
9994,viewless,0.0,0.625
9995,plus,0.0,0.0
9996,nonnegative,0.25,0.0
9997,positive,0.625,0.125
9998,minus,0.0,0.125
9999,negative,0.0,0.25
10000,positive,0.625,0.0
10001,negative,0.0,0.0
10002,positive,0.0,0.0
10003,gram-positive,0.0,0.0
10004,negative,0.0,0.625
10005,gram-negative,0.0,0.375
10006,possible,0.5,0.0
10007,realizable,0.25,0.0
10008,assertable,0.625,0.0
10009,come-at-able,0.5,0.0
10010,contingent,0.0,0.625
10011,workable,0.375,0.0
10012,mathematical,0.625,0.125
10013,impossible,0.0,0.75
10014,hopeless,0.0,0.0
10015,unworkable,0.0,0.75
10016,out,0.0,0.875
10017,unrealizable,0.0,0.625
10018,strong,0.25,0.0
10019,equipotent,0.25,0.0
10020,multipotent,0.0,0.0
10021,impotent,0.125,0.375
10022,unable,0.125,0.25
10023,impuissant,0.125,0.5
10024,virile,0.0,0.0
10025,impotent,0.0,0.5
10026,powerful,0.25,0.0
10027,omnipotent,0.125,0.0
10028,coercive,0.25,0.0
10029,compelling,0.0,0.0
10030,mighty,0.375,0.0
10031,muscular,0.125,0.25
10032,strong,0.125,0.0
10033,puissant,0.125,0.0
10034,regent,0.125,0.0
10035,ruling,0.125,0.0
10036,powerless,0.25,0.375
10037,nerveless,0.125,0.5
10038,incapacitated,0.0,0.5
10039,low-powered,0.0,0.0
10040,weak,0.125,0.5
10041,powered,0.0,0.0
10042,battery-powered,0.0,0.0
10043,high-powered,0.5,0.0
10044,hopped-up,0.0,0.0
10045,power-driven,0.0,0.0
10046,steam-powered,0.0,0.0
10047,supercharged,0.0,0.0
