	ID	text	sentiment	applicability
1332	1332	The camera, although rated at an impressive 1.3 megapixels, renders images that fall well below expectations of such a relatively high resolution.	0	1
1333	1333	Best breakfast buffet!!!	1	1
1334	1334	The update procedure is difficult and cumbersome.	0	1
1335	1335	The instructions didn't explain that a microphone jack could be used.	0	1
1336	1336	Generally; it just lacked imagination.  	0	1
1337	1337	Same problem as others have mentioned.	0	1
1338	1338	I gave it a 10  	1	1
1339	1339	I cannot make calls at certain places.	0	1
134	134	Does everything it should and more.	1	1
1340	1340	I'll be drivng along, and my headset starts ringing for no reason.	0	1
1341	1341	Not my thing.	0	1
1342	1342	Service was slow and not attentive.	0	1
1343	1343	In short - this was a monumental waste of time and energy and I would not recommend anyone to EVER see this film.  	0	1
1344	1344	Lot of holes in the plot: there's nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.  	0	1
1345	1345	I gave it 5 stars then, and I'm giving it 5 stars now.	1	1
1346	1346	It is so small and you don't even realize that it is there after a while of getting used to it.	1	1
1347	1347	Obviously they have a terrible customer service, so you get what you pay for.	0	1
1348	1348	Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.  	1	1
1349	1349	Their menu is diverse, and reasonably priced.	1	1
135	135	I got it because it was so small and adorable.	1	1
1350	1350	Everything worked on the first try.The device was certainly engineered in a clever way and the construction feels good.	1	1
1351	1351	Being a 90's child, I truly enjoyed this show and I can proudly say that I enjoyed it big time and even more than the classical WB cartoons.  	1	1
1352	1352	The bus boy on the other hand was so rude.	0	1
1353	1353	Waitress was good though!	1	1
1354	1354	None of the three sizes they sent with the headset would stay in my ears.	0	1
1355	1355	Disapointing Results.	0	1
1356	1356	Nice ambiance.	1	1
1357	1357	The battery is unreliable as well as the service use antena.	0	1
1358	1358	If you like a loud buzzing to override all your conversations, then this phone is for you!	0	1
1359	1359	This movie contained an all-star cast, and what I loved the most was that it opened my eyes to see other actors who I haven't seen before.  	1	1
136	136	The screen size is big, key pad lit well enough, and the camera quality is excellent for a camera phone.	1	1
1360	1360	We could not believe how dirty the oysters were!	0	1
1361	1361	It was horrendous.  	0	1
1362	1362	It kept getting worse and worse so now I'm officially done.	0	1
1363	1363	I probably would not go here again.	0	1
1364	1364	Poor sound quality.	0	1
1365	1365	This product is ideal for people like me whose ears are very sensitive.	1	1
1366	1366	I highly recommend these and encourage people to give them a try.	1	1
1367	1367	Just does not work.	0	1
1368	1368	Someone shouldve invented this sooner.	1	1
1369	1369	I was mortified.	0	1
137	137	It's still wild stuff though and is highly recommended to fans of giallo cinema.  	1	1
1370	1370	I even dropped this phone into a stream and it was submerged for 15 seconds and it still works great!	1	1
1371	1371	Love it.. Great armband.	1	1
1372	1372	The RI style calamari was a joke.	0	1
1373	1373	I waited and waited.	0	1
1374	1374	This is an extraordinary film.  	1	1
1375	1375	We had 7 at our table and the service was pretty fast.	1	1
1376	1376	Avoid at all cost!	0	1
1377	1377	They brought a fresh batch of fries and I was thinking yay something warm but no!	0	1
1378	1378	But the premise of the film was so ridiculous: that the President of the U.S.  	0	1
1379	1379	I've only had my bluetooth for a few weeks, but I really like it.	1	1
138	138	You have to hold the phone at a particular angle for the other party to hear you clearly.	0	1
1380	1380	This is an excellent tool, especially when paired with your phone's auto-answer.	1	1
1381	1381	The last 3 times I had lunch here has been bad.	0	1
1382	1382	Fantastic earphones.	1	1
1383	1383	The food was excellent and service was very good.	1	1
1384	1384	This is infuriating.	0	1
1385	1385	Battery is terrible.	0	1
1386	1386	This is a witty and delightful adaptation of the Dr Seuss book, brilliantly animated by UPA's finest and thoroughly deserving of its Academy Award.  	1	1
1387	1387	Julian Fellowes has triumphed again.  	1	1
1388	1388	I think it was Robert Ryans best film, because he portrayed someone like my father, and he was a schizophrenic in real life,(my father) although he never murdered anyone but was affected more so during the second world war which made him worse.  	1	1
1389	1389	I think this restaurant suffers from not trying hard enough.	0	1
139	139	fast service.	1	1
1390	1390	The sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous.	1	1
1391	1391	I would definitely recommend the wings as well as the pizza.	1	1
1392	1392	The burger is good beef, cooked just right.	1	1
1393	1393	So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.	0	1
1394	1394	dont buy it.	0	1
1395	1395	Elias Koteas,Jack Palance play good roles Angelina is hot and gets naked.Billy Drago appears in this and is cool as usual + a cameo by Sven ole Thorsen helps make this a very enjoyable movie with good acting and a decent budget.  	1	1
1396	1396	walked in and the place smelled like an old grease trap and only 2 others there eating.	0	1
1397	1397	Comfort for our whole family.	1	1
1398	1398	Not good when wearing a hat or sunglasses.	0	1
1399	1399	They have great dinners.	1	1
14	14	Loved it...friendly servers, great food, wonderful and imaginative menu.	1	1
140	140	Both Rickman and Stowe play their roles to the hilt in this tale of a childrens' book writer who-- maybe?-- has written a subversive tract.  	1	1
1400	1400	The black eyed peas and sweet potatoes... UNREAL!	1	1
1401	1401	Clever and a real crowd-pleaser--this film still ranks among Mickey's best films even after 80 wonderful years.  	1	1
1402	1402	The stories were as unbelievable as the actors.  	0	1
1403	1403	Can't upload ringtones from a third party.	0	1
1404	1404	The best place in Vegas for breakfast (just check out a Sat, or Sun.	1	1
1405	1405	Another note about this phone's appearance is that it really looks rather bland, especially in the all black model.	0	1
1406	1406	Looks good in the picture, but this case was a huge disappointment!!	0	1
1407	1407	I advise you to look out for it.  	1	1
1408	1408	I could not recommend these more.	0	1
1409	1409	Very Dissapointing Performance.	0	1
141	141	Im big fan of RPG games too, but this movie, its a disgrace to any self-respecting RPGer there is.  	0	1
1410	1410	Exactly what I wanted.	1	1
1411	1411	Con: spotty service.	0	1
1412	1412	Wow, what a bad film.  	0	1
1413	1413	Thanks again to Amazon for having the things I need for a good price!	1	1
1414	1414	"Unless you're just out to visually ""collect"" all extant films of Austen's work, you can skip this one.  "	0	1
1415	1415	did not like at all.	0	1
1416	1416	Great food for the price, which is very high quality and house made.	1	1
1417	1417	IT'S REALLY EASY.	1	1
1418	1418	My drink was never empty and he made some really great menu suggestions.	1	1
1419	1419	I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.	0	1
142	142	It would take too long to describe how bad my customer service experience has been with Amazon.	0	1
1420	1420	The management is rude.	0	1
1421	1421	So far it has worked like a charm.	1	1
1422	1422	This place is amazing!	1	1
1423	1423	There is simply no excuse for something this poorly done.  	0	1
1424	1424	I saw this short film on HBO the other day and absolutely loved it.  	1	1
1425	1425	This movie is so awesome!  	1	1
1426	1426	Have been going since 2007 and every meal has been awesome!!	1	1
1427	1427	They dropped more than the ball.	0	1
1428	1428	I had heard good things about this place, but it exceeding every hope I could have dreamed of.	1	1
1429	1429	Not even good for camp value!  	0	1
143	143	I would have casted her in that role after ready the script.  	1	1
1430	1430	Unfortunately, we must have hit the bakery on leftover day because everything we ordered was STALE.	0	1
1431	1431	Can't store anything but phone numbers to SIM.	0	1
1432	1432	Editing: The editing of this film was phenomenal in my opinion.  	1	1
1433	1433	This film (and I use that word loosely) is an insult to the movie-going public.  	0	1
1434	1434	NOT WHAT I WANTED.	0	1
1435	1435	The film is well paced, understated and one of the best courtroom documentaries I've seen.  	1	1
1436	1436	There is, however, some pretty good acting (at least, for this type of film).  	1	1
1437	1437	I love the camera, it's really pretty good quality.	1	1
1438	1438	Excellent!.	1	1
1439	1439	You can't beat that.	1	1
144	144	Meredith M was better than all right.  	1	1
1440	1440	I don't think there are any redeeming qualities in this remake.  	0	1
1441	1441	Very good phone.	1	1
1442	1442	Waitress was sweet and funny.	1	1
1443	1443	A lady at the table next to us found a live green caterpillar In her salad.	0	1
1444	1444	For readers who have already seen one of Miyazaki's films: he is still in top form and made another worthwhile experience.  	1	1
1445	1445	One of the most boring,pointless movies I have ever seen.  	0	1
1446	1446	i wouldnt see this movie again for free.  	0	1
1447	1447	The scenes are often funny and occasionally touching as the characters evaluate their lives and where they are going.  	1	1
1448	1448	Good value, works fine - power via USB, car, or wall outlet.	1	1
1449	1449	It only recognizes the Phone as its storage device.	0	1
145	145	I'm trying to return it for a refund.	0	1
1450	1450	Only like 3 or 4 buildings used, a couple of locations MAYBE, & poor hummh!  	0	1
1451	1451	But, in any case, the best part is, you can download these pictures to your laptop using IR, or even send pictures from your laptop to the phone.	1	1
1452	1452	Sauce was tasteless.	0	1
1453	1453	Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.	1	1
1454	1454	We would recommend these to others.	1	1
1455	1455	Very good food, great atmosphere.1	1	1
1456	1456	there are so many problems i dont know where to start.  	0	1
1457	1457	Waste of money.	0	1
1458	1458	Don't buy this product - It fails!.	0	1
1459	1459	Waitress was a little slow in service.	0	1
146	146	I find this inexcusable and so will probably be returning this phone and perhaps changing carriers.	0	1
1460	1460	Doesn't Work.	0	1
1461	1461	Trying to make a call on these is an exercise in frustration.	0	1
1462	1462	This pair of headphones is the worst that I have ever had sound-wise.	0	1
1463	1463	The only thing that disappoint me is the infra red port (irda).	0	1
1464	1464	Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.	0	1
1465	1465	So I basically threw my money out the window for nothing.	0	1
1466	1466	Their steaks are 100% recommended!	1	1
1467	1467	Not worth it.	0	1
1468	1468	It worked very well.	1	1
1469	1469	Vivian Schilling did an excellent job with the script.  	1	1
147	147	See it with your kids if you have a chance--it will open up some amazing dialog about how far race relations have come in the last 50 years.  	1	1
1470	1470	I as well would've given godfathers zero stars if possible.	0	1
1471	1471	Great sound and service.	1	1
1472	1472	The pleather case doesn't fit.	0	1
1473	1473	This is a great product..... sure beats using your fingers!.	1	1
1474	1474	This frog phone charm is adorable and very eye catching.	1	1
1475	1475	I left with a stomach ache and felt sick the rest of the day.	0	1
1476	1476	I've had this for nearly 2 years and it has worked great for me.	1	1
1477	1477	Excellent performance.  	1	1
1478	1478	So don't go there if you are looking for good food...	0	1
1479	1479	Ursula Burton's portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.  	1	1
148	148	There was a warm feeling with the service and I felt like their guest for a special treat.	1	1
1480	1480	This particular model would not work with my Motorola Q smartphone.	0	1
1481	1481	I don't think it would hold it too securly on your belt.	0	1
1482	1482	So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!  	0	1
1483	1483	I highly recommend this movie for anyone interested in art, poetry, theater, politics, or Japanese history.  	1	1
1484	1484	I'd advise anyone to go and see it.  	1	1
1485	1485	We walked away stuffed and happy about our first Vegas buffet experience.	1	1
1486	1486	This is some seriously good pizza and I'm an expert/connisseur on the topic.	1	1
1487	1487	best bluetooth on the market.	1	1
1488	1488	I bought it for my mother and she had a problem with the battery.	0	1
1489	1489	Improper description.... I had to return it.	0	1
149	149	It was a riot to see Hugo Weaving play a sex-obsessed gay real estate salesman who uses his clients' houses for his trysts with the flaming Darren (Tom Hollander).  	1	1
1490	1490	Used and dirty.	0	1
1491	1491	He came running after us when he realized my husband had left his sunglasses on the table.	1	1
1492	1492	I loved the grilled pizza, reminded me of legit Italian pizza.	1	1
1493	1493	I certainly do not mean this distinction in a good way.  	0	1
1494	1494	Food was delicious!	1	1
1495	1495	This phone is pretty sturdy and I've never had any large problems with it.	1	1
1496	1496	The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.	0	1
1497	1497	That's right....the red velvet cake.....ohhh this stuff is so good.	1	1
1498	1498	His losing his marbles so early in the proceedings is totally implausible and unconvincing.  	0	1
1499	1499	If you want a sandwich just go to any Firehouse!!!!!	1	1
15	15	The football scenes at the end were perplexing.  	0	1
150	150	And the beans and rice were mediocre at best.	0	1
1500	1500	definitely will come back here again.	1	1
1501	1501	However, the ear pads come off easily and after only one week I lost one.	0	1
1502	1502	It doesn't make you look cool.	0	1
1503	1503	This is a good joint.	1	1
1504	1504	I love this thing!	1	1
1505	1505	Verizon's bills, however, are difficult to understand even though their pricing plans are simple.	0	1
1506	1506	Their daily specials are always a hit with my group.	1	1
1507	1507	:) Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.  	1	1
1508	1508	The shower area is outside so you can only rinse, not take a full shower, unless you don't mind being nude for everyone to see!	0	1
1509	1509	The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.	0	1
151	151	This case seems well made.	1	1
1510	1510	Its the best headset I have used.	1	1
1511	1511	"The writers were ""smack on"" and I think the best actors and actresses were a bonus to the show.These characters were so real.  "	1	1
1512	1512	Last time buying from you.	0	1
1513	1513	This film has no redeeming features.  	0	1
1514	1514	Reasonably priced also!	1	1
1515	1515	Worth every penny.	1	1
1516	1516	This is my new fav Vegas buffet spot.	1	1
1517	1517	The awful dialogue and hopeless overacting by everyone who gets shot top off a real waste of space and time.  	0	1
1518	1518	Which is precisely why I am giving it such a bad review!  	0	1
1519	1519	Would not go back.	0	1
152	152	This was utterly confusing at first, which caused me to lose a couple of very, very important contacts.	0	1
1520	1520	Overall, I would recommend this phone over the new Walkman.	1	1
1521	1521	you can even take self portraits with the outside (exterior) display, very cool.	1	1
1522	1522	Thank you for wasting my money.	0	1
1523	1523	The classic Maine Lobster Roll was fantastic.	1	1
1524	1524	And the accents are absolutely abysmal!  	0	1
1525	1525	You share General Loewenhielm's exquisite joy in his partaking of the Cailles en Sarcophage even though you are just watching a movie - but you do wish for just a small sample to savor.  	1	1
1526	1526	Very good lunch spot.	1	1
1527	1527	This mostly routine fact-based TV drama gets a boost from the fine performance by Cole.  	1	1
1528	1528	It didn't charge for me.	0	1
1529	1529	Also its slim enough to fit into my alarm clock docking station without removing the case.	1	1
153	153	This place deserves no stars.	0	1
1530	1530	What a piece of junk.. I lose more calls on this phone.	0	1
1531	1531	Finally, after three or four times the spring of the latch broke and I could not use it any longer on the visor.	0	1
1532	1532	Phone now holds charge like it did when it was new.	1	1
1533	1533	Very disappointed and wondered how it could be in the Oscar shortlist.  	0	1
1534	1534	These are the central themes of the film and they are handled ineptly, stereotypically and with no depth of imagination.  	0	1
1535	1535	Our server was very nice and attentive as were the other serving staff.	1	1
1536	1536	I am going to have to be the first to negatively review this product.	0	1
1537	1537	I know that Jim O'Connor was very energetic and that nobody could be as much as him, but George was well dull.  	0	1
1538	1538	Phone falls out easily.	0	1
1539	1539	Both actors truly understand and become their particular character, delivering a convincing, sincere performance.  	1	1
154	154	Not tasty and the texture was just nasty.	0	1
1540	1540	I dressed up to be treated so rudely!	0	1
1541	1541	I still maintain that monkeys shouldn't make headphones, we just obviously don't share enough DNA to copy the design over to humans.	0	1
1542	1542	The headsets are easy to use and everyone loves them.	1	1
1543	1543	I ordered this product first and was unhappy with it immediately.	0	1
1544	1544	So just beware.	0	1
1545	1545	For the price this was a great deal.	1	1
1546	1546	I rate this movie 9/10.  	1	1
1547	1547	The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.	0	1
1548	1548	Very wind-resistant.	1	1
1549	1549	Great place to relax and have an awesome burger and beer.	1	1
155	155	For about 10 minutes, we we're waiting for her salad when we realized that it wasn't coming any time soon.	0	1
1550	1550	Good value, great food, great service.	1	1
1551	1551	Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.	0	1
1552	1552	Personally, I think it shows that people should learn to find a compromise them self without involving other people into issue.  	1	1
1553	1553	Some highlights : Great quality nigiri here!	1	1
1554	1554	The script looks as if only a rough draft was written and shooting began before a finished script was completed.  	0	1
1555	1555	Oh and I forgot to also mention the weird color effect it has on your phone.	0	1
1556	1556	If the two were seperated by a mere 5+ ft I started to notice excessive static and garbled sound from the headset.	0	1
1557	1557	(It works!)	1	1
1558	1558	Pretty piece of junk.	0	1
1559	1559	The Jabra EarGels fit my ears very well.	1	1
156	156	Things happen, characters personalities change, plot twists occur for no real reason other than that script calls for it.  	0	1
1560	1560	lightweight and works well.	1	1
1561	1561	I'll put this gem up against any movie in terms of screenplay, cinematography, acting, post-production, editing, directing, or any other aspect of film-making.  	1	1
1562	1562	Too bad you have to pay up to $$$ a month for the service!	0	1
1563	1563	My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.	1	1
1564	1564	The phone can also take great pictures and even video clips.	1	1
1565	1565	Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.	0	1
1566	1566	Almost everyone involved must be return to school, acting is utterly predictable and bad, script is pile of garbage all round.  	0	1
1567	1567	CONCLUSION: Very filling meals.	1	1
1568	1568	He was terrible!	0	1
1569	1569	The food was terrible.	0	1
157	157	Left very frustrated.	0	1
1570	1570	The real disappointment was our waiter.	0	1
1571	1571	Warning - Stay away.	0	1
1572	1572	Poor product.	0	1
1573	1573	I was able to do voice dialing in the car with no problem.	1	1
1574	1574	I got food poisoning here at the buffet.	0	1
1575	1575	An Awesome New Look For Fall 2000!.	1	1
1576	1576	I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!	0	1
1577	1577	The chefs were friendly and did a good job.	1	1
1578	1578	This place is horrible and way overpriced.	0	1
1579	1579	I have only had it for a few weeks, but so far, so good.	1	1
158	158	The food came out at a good pace.	1	1
1580	1580	We thought you'd have to venture further away to get good sushi, but this place really hit the spot that night.	1	1
1581	1581	I bought this phone as a replacement for my StarTac and have regretted it since.	0	1
1582	1582	I thought Errol Flynn was brilliant as Custer and has since become my favourite actor!  	1	1
1583	1583	Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.	0	1
1584	1584	If the food isn't bad enough for you, then enjoy dealing with the world's worst/annoying drunk people.	0	1
1585	1585	The menu had so much good stuff on it i could not decide!	1	1
1586	1586	This is a VERY average phone with bad battery life that operates on a weak network.	0	1
1587	1587	First off the reception sucks, I have never had more than 2 bars, ever.	0	1
1588	1588	Just reading on the specs alone makes you say WOW.	1	1
1589	1589	The soundtrack wasn't terrible, either.  	1	1
159	159	No real improvement.	0	1
1590	1590	And I really did find them funny.  	1	1
1591	1591	We had fantastic service, and were pleased by the atmosphere.	1	1
1592	1592	VERY funny!  	1	1
1593	1593	Overall I rate this movie a 10 out of a 1-10 scale.  	1	1
1594	1594	Never got it!!!!!	0	1
1595	1595	It makes very strange ticking noises before it ends the call.	0	1
1596	1596	Defective crap.	0	1
1597	1597	Overall, a delight!  	1	1
1598	1598	Headset works great & was packaged nicely to avoid any damage.	1	1
1599	1599	& That movie was bad.  	0	1
16	16	Lastly, the mozzarella sticks, they were the best thing we ordered.	1	1
160	160	The worst one of the series.  	0	1
1600	1600	I never walked out of a movie faster.  	0	1
1601	1601	Seriously, it's not worth wasting your, or your kid's time on.  	0	1
1602	1602	The acting, as you'd expect from this cast, is top notch.  	1	1
1603	1603	If you do watch it, however, there are small consolations: The actresses playing Anne's sisters each do a wonderful job with their roles.  	1	1
1604	1604	[...] down the drain because of a weak snap!	0	1
1605	1605	Sprint - terrible customer service.	0	1
1606	1606	It is worth the drive.	1	1
1607	1607	If you have several dozen or several hundred contacts, then imagine the fun of sending each of them one by one.	0	1
1608	1608	The story is beyond stupid.  	0	1
1609	1609	The story line is just awful!  	0	1
161	161	Very good, though!	1	1
1610	1610	for 40 bucks a head, i really expect better food.	0	1
1611	1611	The last 15 minutes of movie are also not bad as well.  	1	1
1612	1612	I hate movies like that.  	0	1
1613	1613	Nothing at all to recommend.  	0	1
1614	1614	OMG I felt like I had never eaten Thai food until this dish.	1	1
1615	1615	The acting helps the writing along very well (maybe the idiot-savant sister could have been played better), and it is a real joy to watch.  	1	1
1616	1616	We are sending it back.	0	1
1617	1617	I might have gotten a defect, but I would not risk buying it again because of the built quality alone.	0	1
1618	1618	I LOVED it!	1	1
1619	1619	in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.	0	1
162	162	For that, it's worth checking out.  	1	1
1620	1620	So bad...well...it's just bad.  	0	1
1621	1621	I just don't know how this place managed to served the blandest food I have ever eaten when they are preparing Indian cuisine.	0	1
1622	1622	The battery life is highly unacceptable.	0	1
1623	1623	Then I watched it again two Sundays ago (March 20th, 2005) and I began to really enjoy it and this time I taped the entire thing.  	1	1
1624	1624	This is the place where I first had pho and it was amazing!!	1	1
1625	1625	(It wasn't busy either) Also, the building was FREEZING cold.	0	1
1626	1626	great headset, very impressed - H500.	1	1
1627	1627	The casting is also horrible, cause all you see is a really really BAD Actors, period.  	0	1
1628	1628	I bought two of them and neither will charge.	0	1
1629	1629	The food sucked, which we expected but it sucked more than we could have imagined.	0	1
163	163	The problem was the script.  	0	1
1630	1630	Well packaged, arrived on time, and works as intended.	1	1
1631	1631	My father has the V265, and the battery is dying.	0	1
1632	1632	Everything was perfect the night we were in.	1	1
1633	1633	Fits comfortably, came with three sizes of earbud tips.	1	1
1634	1634	The visual effects were AWFUL.  	0	1
1635	1635	Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.	1	1
1636	1636	When I'm on this side of town, this will definitely be a spot I'll hit up again!	1	1
1637	1637	The chips and salsa were really good, the salsa was very fresh.	1	1
1638	1638	Now you know why I gave it a 10+!  	1	1
1639	1639	On a positive note, our server was very attentive and provided great service.	1	1
164	164	Not much seafood and like 5 strings of pasta at the bottom.	0	1
1640	1640	The best scene in the movie was when Gerardo is trying to find a song that keeps running through his head.  	1	1
1641	1641	1/10 - and only because there is no setting for 0/10.  	0	1
1642	1642	Talk about great customer service of course we will be back.	1	1
1643	1643	I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;	1	1
1644	1644	Motorola finally got the voice quality of a bluetooth headset right.	1	1
1645	1645	This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed.	1	1
1646	1646	Very little music or anything to speak of.  	0	1
1647	1647	Excellent Phone.	1	1
1648	1648	Uncomfortable In the Ear, Don't use with LG VX9900 (EnV).	0	1
1649	1649	Very convenient, since we were staying at the MGM!	1	1
165	165	This place is hands-down one of the best places to eat in the Phoenix metro area.	1	1
1650	1650	There's a horrible tick sound in the background on all my calls that I have never experienced before.	0	1
1651	1651	A usable keyboard actually turns a PDA into a real-world useful machine instead of just a neat gadget.	1	1
1652	1652	Oh yeah, and the storyline was pathetic too.  	0	1
1653	1653	The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.	0	1
1654	1654	You need at least 3 mins to get to your phone book from the time you first turn on the phone.Battery life is short.	0	1
1655	1655	Today is the second time I've been to their lunch buffet and it was pretty good.	1	1
1656	1656	"It showed exactly how the government and the scientist argued for humanity and the reasons of the ""gadget"".  "	1	1
1657	1657	Chinese Forgeries Abound!.	0	1
1658	1658	) What makes this story different are the terrific production values - faultless photography, composition and editing - the terrific casting - the underappreciated Brian Keith playing a bully Teddy - and vivid history.  	1	1
1659	1659	When it opens, the battery connection is broken and the device is turned off.	0	1
166	166	I was not impressed by this product.	0	1
1660	1660	Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks.	0	1
1661	1661	One more thing: I can tolerate political incorrectness very well, I'm all for artistic freedom and suspension of disbelief, but the Slavic female character was just too much.  	0	1
1662	1662	Very disappointing.	0	1
1663	1663	Kids pizza is always a hit too with lots of great side dish options for the kiddos!	1	1
1664	1664	The steak and the shrimp are in my opinion the best entrees at GC.	1	1
1665	1665	Still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.  	1	1
1666	1666	A very charming film with wonderful sentiment and heart.  	1	1
1667	1667	Good Quality.	1	1
1668	1668	A week later after I activated it, it suddenly died.	0	1
1669	1669	Tasted like dirt.	0	1
167	167	Better Than New.	1	1
1670	1670	The building itself seems pretty neat; the bathroom is pretty trippy, but I wouldn't eat here again.	0	1
1671	1671	AFTER ARGUING WITH VERIZON REGARDING THE DROPPED CALLS WE RETURNED THE PHONES AFTER TWO DAYS.	0	1
1672	1672	This isn't a small family restaurant, this is a fine dining establishment.	1	1
1673	1673	All in all, I can assure you I'll be back.	1	1
1674	1674	The transfers are very good.  	1	1
1675	1675	Better than you'd expect.	1	1
1676	1676	I give it 2 thumbs down	0	1
1677	1677	Service was very prompt.	1	1
1678	1678	very tough and very short on flavor!	0	1
1679	1679	Stopped by during the late May bank holiday off Rick Steve recommendation and loved it.	1	1
168	168	I love Lane, but I've never seen her in a movie this lousy.  	0	1
1680	1680	This place deserves one star and 90% has to do with the food.	0	1
1681	1681	Great product.	1	1
1682	1682	Low Quality.	0	1
1683	1683	If you haven't choked in your own vomit by the end (by all the cheap drama and worthless dialogue) you've must have bored yourself to death with this waste of time.  	0	1
1684	1684	seems like a good quick place to grab a bite of some familiar pub food, but do yourself a favor and look elsewhere.	0	1
1685	1685	Disappointment.. I hate anything that goes in my ear.	0	1
1686	1686	Great Pizza and Salads!	1	1
1687	1687	Won't go back.	0	1
1688	1688	Its reception is very very poor.	0	1
1689	1689	I had to purchase a different case.	0	1
169	169	Then I had to continue pairing it periodically since it somehow kept dropping.	0	1
1690	1690	Great for the jawbone.	1	1
1691	1691	The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.	0	1
1692	1692	What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.	0	1
1693	1693	How awful she is!  	0	1
1694	1694	I've bought $5 wired headphones that sound better than these.	0	1
1695	1695	The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!	1	1
1696	1696	Reception is terrible and full of static.	0	1
1697	1697	In a word, it is embarrassing.  	0	1
1698	1698	Very very fun chef.	1	1
1699	1699	Don't be afraid of subtitles........ its worth a little aversion therapy 10/10  	1	1
17	17	The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.  	0	1
170	170	I ordered this for sony Ericsson W810i but I think it only worked once (thats when I first used it).	0	1
1700	1700	Probably never coming back, and wouldn't recommend it.	0	1
1701	1701	* Comes with a strong light that you can use to light up your camera shots, and even flash SOS signals (seriously!	1	1
1702	1702	I'll even say it again  this is torture.  	0	1
1703	1703	This is a bad film, with bad writing, and good actors....an ugly cartoon crafted by Paul Haggis for people who can't handle anything but the bold strokes in storytelling....a picture painted with crayons.  	0	1
1704	1704	I don't think we'll be going back anytime soon.	0	1
1705	1705	steve martin delivers a really funny performance of a middle-aged, upper class, uptight white guy.  	1	1
1706	1706	The service was terrible, food was mediocre.	0	1
1707	1707	The Buffet at Bellagio was far from what I anticipated.	0	1
1708	1708	Nice solid keyboard.	1	1
1709	1709	"I don't know what the big deal is about this place, but I won't be back ""ya'all""."	0	1
171	171	I *heart* this place.	1	1
1710	1710	W810i is just SUPERB.	1	1
1711	1711	The best electronics of the available FM Transmitters.	1	1
1712	1712	All it took was one drop from about 6 inches above the kitchen counter and it was cracked.I am not impressed and I am not laughing.	0	1
1713	1713	The lighting is just dark enough to set the mood.	1	1
1714	1714	For people who are first timers in film making, I think they did an excellent job!!  	1	1
1715	1715	I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.	0	1
1716	1716	Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.	1	1
1717	1717	Go rent it.  	1	1
1718	1718	The movie showed a lot of Florida at it's best, made it look very appealing.  	1	1
1719	1719	Go To Place for Gyros.	1	1
172	172	It even has its sweet moments.  	1	1
1720	1720	I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.	0	1
1721	1721	I mean this in a terrible way.  	0	1
1722	1722	Fantastic service here.	1	1
1723	1723	Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.  	1	1
1724	1724	Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.	1	1
1725	1725	However-the riingtones are not the best, and neither are the games.	0	1
1726	1726	Very friendly staff.	1	1
1727	1727	The acting is terrible, and the writing is worse.  	0	1
1728	1728	The most annoying thing about 'Cover Girl' is the way in which Rita Hayworth is put up on a pedestal.  	0	1
1729	1729	Nargile - I think you are great.	1	1
173	173	The rest of the cast also play well.  	1	1
