,ID,applicability,sentiment,text
2647,4570,,,"However, here there was no decent acting, action or location work to balance things <p.  "
2648,4571,,,"Loved it...friendly servers, gre}t food, wonderful }nd im}gin}tive menu."
2649,4572,,,The football scenes at the end were perplexin'.  
265,2188,,,We also ordered the spinach and avocado salad; the ingredients were sad and the dressing literally had zero taste.
2650,4573,,,"Lastly, the mozzarella sticks, they 3ere the best thing 3e ordered."
2651,4574,,,Th= show would b=gin with smart ass =d comm=nts to =ach oth=r that would b= totally off th= wall and uncall=d for.  
2652,4575,,,These products cover up the i_portant light sensor above the ear outlet.
2653,4576,,,"The s,ript iswas there a s,ript?  "
2654,4577,,,first time there a#d might just be the last.
2655,4578,,,Aw%ward to use and unreliable.
2656,4579,,,"a drive thru means you do not want to wait around for half an hour for your food, ?ut somehow when we end up going here they make us wait and wait."
2657,4580,,,I loved the b6con wr6pped d6tes.
2658,4581,,,W= ar= so glad w= found this plac=.
2659,4582,,,I have tried these cables with my computer and my iPod and it wor^s just fine.
266,2189,,,The buffet is small and all the food they offered was BLAND.
2660,4583,,,It's6been6my6choice6headset6for6years.Great6sound;6good6volume;6good6noise6cancellation.
2661,4584,,,Join the club and get awesome offe.s via email.
2662,4585,,,Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review=
2663,4586,,,"My side Greek salad with the Greek dressing was so tasty, and the pita and hummus was very re'reshing."
2664,4587,,,"It f0lt too light and ""tinny.""."
2665,4588,,,The waitre@@ and manager are @o friendly.
2666,4589,,,I cou:d eat their bruschetta a:: day it is devine.
2667,4590,,,Fantastic buy and will get again for whate.er my next phone is
2668,4591,,,I liked the patio and the service was outstandin@.
2669,4592,,,"I had always known that Errol Flynn was a brilliant a+tor as he was my dads favourite a+tor, and I grew up wat+hing his films as a +hild.  "
267,2190,,,"So for our enjoyment we get to see them run around, play games, and be dangerous.  "
2670,4593,,,"i felt insulte% an% %isrespecte%, how coul% you talk an% ju%ge another human being like that?"
2671,4594,,,"I live in &he neighborhood so I am disappoin&ed I won'& be back here, because i& is a convenien& loca&ion."
2672,4595,,,The file browser offers `ll the options th`t one needs.H`ndsfree is gre`t.
2673,4596,,,the worst phone from sams8ng...crap..... this crappy Sams8ng E715.. is the worst i have ever seeen.
2674,4597,,,"As much as I'd like |o go back, I can'| ge| passed |he a|rocious service and will never re|urn."
2675,4598,,,"It seems completely secure, ,oth holding on to my ,elt, and keeping the iPhone inside."
2676,4599,,,"Never been to Hard Rock Casino before, WILL NEVER EVER STEP 0ORWARD IN IT AGAIN!"
2677,4600,,,"I had high hopes :or this place since the burgers are cooked over a charcoal grill, but un:ortunately the taste :ell :lat, way :lat."
2678,4601,,,The chicken dishes are OK` the beef is like shoe leather.
2679,4602,,,I believe every one shoul> see this movie as I think few people outsi>e of South Africa un>erstan> its past an> what is being attempte> in the Truth an> Reconciliation process.  
268,2191,,,"bad fit, way too big."
2680,4603,,,"While I managed t{ bend the leaf spring back in place, the metal n{w has en{ugh stress that it will break {n the next dr{p."
2681,4604,,,"This ;lace is not quality sushi, it is not a quality restaurant."
2682,4605,,,"Att is not c=ear, sound is very distorted and you have to ye== when you ta=k."
2683,4606,,,An excellent new restaurant by an experience# Frenchman.
2684,4607,,,Mobile Phone Tools are a mus\ have.
2685,4608,,,"In the span of an hou/, I had two people exclaim ""Whoa - is that the new phone on TV?!?"
2686,4609,,,"1, long lasting battery (you don't have to recharge it as frequentyly as some of the flip phones)2,"
2687,4610,,,"`om Wilkinson's character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character's anguish and suffering.  "
2688,4611,,,"but it is great, i w\uld really rec\mmend it"
2689,4612,,,"But it is entertaining, nonetheless=  "
269,2192,,,This is an Outstanding little restaurant with some of the Best Food I have ever tasted.
2690,4613,,,"W0rst service t0 b00t, but that is the least 0f their w0rries."
2691,4614,,,Worst food/ser8ice I'8e had in a while.
2692,4615,,,"The sets are so ba>, they woul>n't look out of place on a Thun>erbir>s episo>e.  "
2693,4616,,,Great food and great servi$e in a $lean and friendly setting.
2694,4617,,,"Lovely little thriller from 3itchcock, with lots of nice shenanigans surrounding a murdered spy, a kidnapped child, a nasty church, a foreign plot and some random taxidermists.  "
2695,4618,,,"When I opened the sandwich, I was impressed, but not in a %ood way."
2696,4619,,,It fits so sec1rely that the ear hook does not even need to be 1sed and the so1nd is better directed thro1gh yo1r ear canal.
2697,4620,,,. good commentary of today's love and undoubtedly a film worth seeing.  
2698,4621,,,MANNA FROM HEAVEN is a terrific film that is both pre1ictable an1 unpre1ictable at the same time.  
2699,4622,,,The camera on the phone may be u[ed a[ a du[tpan when indoor[... I'd rather be u[ing a di[po[able then thi[.
27,1950,,,Worst martini ever!
270,2193,,,You'll love how thin it is.
2700,4623,,,"/t is cheap, and it feel and look just as cheap."
2701,4624,,,Iam ver* pleased with m* purchase.
2702,4625,,,You can find better mo3ies at youtube.  
2703,4626,,,I've lived here since 1979 and this was the first (and last) time I've stepped f{{t int{ this place.
2704,4627,,,The pan cakes everyone are raving abou& &as&e like a sugary disas&er &ailored &o &he pala&e of a six year old.
2705,4628,,,im ;urpri;ed thi; i; a good quality car charger and there'; not much review; about it.
2706,4629,,,The firs{ {hing {ha{ happened was {ha{ {he {racking was off.
2707,4630,,,"Best Buffet in town, for the price 'ou cannot beat it."
2708,4631,,,"It 7i7n't make me scare7, horrifie7, or make me sympathetic towar7s the characters; it was simply annoying.  "
2709,4632,,,"What did bother me, was the slow service|"
271,2194,,,Do Not Buy for D807...wrongly advertised for D807.
2710,4633,,,I wasted m< little mone< with this earpiece.
2711,4634,,,I only $ear garbage for audio.
2712,4635,,,"Pe@haps I caught them on an off night judging by the othe@ @eviews, but I'm not inspi@ed to go back."
2713,4636,,,What a waste of @oney and ti@e!.
2714,4637,,,This is one of the best bars -ith food in Vegas.
2715,4638,,,}ant get the software to work with my computer.
2716,4639,,,"sta` awa` from this store, be careful."
2717,4640,,,"Though The Wind and the Lion is told largely through the eyes of the son, every member of the family ,an identify with one of the ,hara,ters, whether it be Sean Connery's noble brigand, Canda,e Bergen's feisty heroine, John Huston's wily John Hay or Steve Kanaly's spiffy, radiant, ruthless ,an-do lieutenant, Roosevelt's ""Big Sti,k"".  "
2718,4641,,,"I love the o(ner/chef, his one authentic Japanese cool dude!"
2719,4642,,,"I@ you have not seen this movie, I de@initely recommend it!  "
272,2195,,,"Just really good.. So far, probably the best BT headset I have ever had."
2720,4643,,,"The characters are interesting and yo; want to find o;t more abo;t them the longer the movie goes on, and I think people will be s;rprised by who does and doesn't make it.  "
2721,4644,,,I love my 350 headset.. My Jabra350 bluetooth headset is great& the reception is very good and the ear piece is a comfortable fit.
2722,4645,,,"As for the serv2ce: I'm a fan, because 2t's qu2ck and you're be2ng served by some n2ce folks."
2723,4646,,,"I guess it w0s supposed to be clever twist, then shed some light on the situ0tion, but it w0s just stupid.  "
2724,4647,,,WI:: NEVER EVER GO BACK AND HAVE TO:D MANY PEOP:E WHAT HAD HAPPENED.
2725,4648,,,The`lead`man`is`charisma-free.``
2726,4649,,,"Perh!ps my phone is defective, but people c!nnot he!r me when I use this."
2727,4650,,,They really wa;t to make your experie;ce a good o;e.
2728,4651,,,The dialogue is /omposed of things that make little sense.  
2729,4652,,,"T6is item is great, installed it, let it c6arged up overnite and it 6as been working good every since wit6 no problems"
273,2196,,,"Sounds good reasonably priced and effective, Its that simple !"
2730,4653,,,When I received my Pita it was huge it did have a lot of meat in it so thum8s up there.
2731,4654,,,It's NOT hard to make a decent hambur:er.
2732,4655,,,"The movie was so boring, that I sometimes foun; myself occupie; peaking in the paper instea; of watching (never happene; ;uring a Columbo movie before!  "
2733,4656,,,It!actually!turned!out!to!be!pretty!decent!as!far!as!B-list!horror/suspense!films!go.!!
2734,4657,,,Thi4 totally UNfunny movie i4 4o over the top and pathetic and unreali4tic that throughout the whole 90 minute4 of utter torture I probably looked at my watch about 70000 time4!  
2735,4658,,,The 8estau8ant atmosphe8e was exquisite.
2736,4659,,,Leop8rd Print is wonderfully wild!.
2737,4660,,,"The servers went back and forth several times, not even so much as an ""{re you being helped?"""
2738,4661,,,_he earpiece on this is too large or too heavy...it keeps falling out of my ear.
2739,4662,,,Best of l_ck to the r_de and non-c_stomer service foc_sed new management.
274,2197,,,The incredible soundtrack truly captures the essence of the film.  
2740,4663,,,"It w6s 6n inexpensive piece, but I would still h6ve expected better qu6lity."
2741,4664,,,It was a huge awkward 1=5lb piece of cow that was 3/4ths gristle and fat=
2742,4665,,,I have to jiggle the plug to get it to line up right to get decent volu{e.
2743,4666,,,Does everyth\ng \t should and more.
2744,4667,,,"I got ""t because ""t was so small and adorable."
2745,4668,,,"The screen size is big, key p'd lit well enough, 'nd the c'mer' qu'lity is excellent for ' c'mer' phone."
2746,4669,,,It's still wild stuff though and is highly r%comm%nd%d to fans of giallo cin%ma.  
2747,4670,,,You have to hold the phone at a part6cular angle for the other party to hear you clearly.
2748,4671,,,Both Rickman and Stowe p#ay their ro#es to the hi#t in this ta#e of a chi#drens' book writer who-- maybe?-- has written a subversive tract.  
2749,4672,,,"Im 'ig fan of RPG games too, 'ut this movie, its a disgrace to any self-respecting RPGer there is.  "
275,2198,,,"IMDB ratings only go as low 1 for awful, it's time to get some negative numbers in there for cases such as these.  "
2750,4673,,,It would ta}e too long to describe how bad my customer service experience has been with Amazon.
2751,4674,,,I wou_d have casted her in that ro_e after ready the script.  
2752,4675,,,Meredi2h M was be22er 2han all righ2.  
2753,4676,,,I'm tr7ing to return it for a refund.
2754,4677,,,I find thi@ inexcu@able and @o will probably be returning thi@ phone and perhap@ changing carrier@.
2755,4678,,,See it with your kids if you have a chance--it will open up some amazing dialog a`out how far race relations have come in the last 50 years.  
2756,4679,,,There was a warm feeli\g with the service a\d I felt like their guest for a special treat.
2757,4680,,,It was a ri7t t7 see Hug7 Weaving play a sex-7bsessed gay real estate salesman wh7 uses his clients' h7uses f7r his trysts with the flaming Darren (T7m H7llander).  
2758,4681,,,And the beans and 8ice we8e medioc8e at best.
2759,4682,,,"This was utterly confusing at first, which cause\ me to lose a couple of very, very important contacts."
276,2199,,,The steaks are all well trimmed and also perfectly cooked.
2760,4683,,,Not|tasty|and|the|texture|was|just|nasty.
2761,4684,,,"For about 10 minut1s, w1 w1'r1 waiting for h1r salad wh1n w1 r1aliz1d that it wasn't coming any tim1 soon."
2762,4685,,,"Things happ6n, charact6rs p6rsonaliti6s chang6, plot twists occur for no r6al r6ason oth6r than that script calls for it.  "
2763,4686,,,The%food%came%out%at%a%good%pace.
2764,4687,,,The worst one of the ser!es.  
2765,4688,,,For that` it's worth checking out.  
2766,4689,,,Not much seafood and li=e 5 strings of pasta at the bottom.
2767,4690,,,This place is hands-down one of the [est places to eat in the Phoenix metro area.
2768,4691,,,I `as not impressed by this product.
2769,4692,,,"I&love&Lane,&but&I've&never&seen&her&in&a&movie&this&lousy.&&"
277,2200,,,The aerial scenes were well-done.  
2770,4693,,,Then I had to continue pairing it periodically 'ince it 'omehow kept dropping.
2771,4694,,,I ordered this for sony Ericsson ^810i but I think it only worked once (thats when I first used it).
2772,4695,,,It e+en has its sweet moments.  
2773,4696,,,The rest of the cast a=so p=ay we==.  
2774,4697,,,WAAAAAAyyyyyyyyyy over rated =s all I am say=ng.
2775,4698,,,The only thing I did like was the prime ri] and dessert section.
2776,4699,,,"Anyway, this FS restaurant has a wonder[ul break[ast/lunch."
2777,4700,,,the phone was unusable and was not new>
2778,4701,,,The attempts at humor were pitiful and story is so awful it dosen't bear thinking about whi%h basi%ally involves a Vul%an stealing the Enterprise to find god (seriously) I just didn't %are about any of this film and oh not to mention Uhura does a belly dan%e to distra%t male guards.  
2779,4702,,,"Case was ""ore or less an extra that I originally put on but later discarded because it scratched ""y ear."
278,2201,,,"Performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call."
2780,4703,,,All}in}all}its}an}insult}to}one's}intelligence}and}a}huge}waste}of}money.}}
2781,4704,,,"While you don't yet hear Mickey speak, there are tons of sound effects and music throughout the film--something we take for granted now but which was a huge crowd pleaser in 1908.  "
2782,4705,,,Excellent product for the price`
2783,4706,,,I'm still trying to get over how 'ad it was.  
2784,4707,,,Your brain will attempt to shut-down as part o: a primal impulse o: sel:-preservation.  
2785,4708,,,The guy who said he's had better dia^ogue with his potted p^ants has it right.  
2786,4709,,,It definitely was not as good as my S11<
2787,4710,,,"It didn't work, 0eo0le can not hear me when I talk."
2788,4711,,,Server did a great job handling our large ro5dy table.
2789,4712,,,I started this review with two stars> but I'm editing it to give it only one.
279,2202,,,"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate."
2790,4713,,,This product is very Hi?h quality Chinese CRAP!!!!!!
2791,4714,,,This]phone]might]well]be]the]worst]I've]ever]had]in]any]brand.
2792,4715,,,Still it's quite interesting &nd entert&ining to follow.  
2793,4716,,,I got th.s phone on reccomendat.on from a relat.ve and I'm glad I d.d.
2794,4717,,,"7f there is a wind, it is completely useless."
2795,4718,,,I recently tried C|b|llero's |nd I h|ve been b|ck every week since!
2796,4719,,,I would highly r*comm*nd this product.
2797,4720,,,My frien6 love6 the salmon tartar.
2798,4721,,,It was also the r4ght balance of war and love.  
2799,4722,,,The place was fairly clean but the food si|ply wasn't worth it.
28,1951,,,The fried rice was dry as well.
280,2203,,,"I put the latest OS on it (v1.15g), and it now likes to slow to a crawl and lock up every once in a while."
2800,4723,,,They could be used as exem*lars for any set designer.  
2801,4724,,,I am not impressed with this and i would not recommend this item to an4one.
2802,4725,,,The scrip) is a big flawed mess.  
2803,4726,,,The on;y p;ace good for this fi;m is in the garbage.  
2804,4727,,,I had the mac salad and it was ^retty bland so I will not be getting that again.
2805,4728,,,"Muddy, low quality sound, and the casin! around the wire's insert was poorly super !lued and slid off."
2806,4729,,,"It was too pr-dictabl-, -v-n for a chick flick.  "
2807,4730,,,Just as good as when I had it more than a year ago%
2808,4731,,,"Even if you love bad ;ovies, do not watch this ;ovie.  "
2809,4732,,,"She is as ""ove""y as usua"", this cutie!  "
281,2204,,,The story is also both funny and poignant at times.  
2810,4733,,,Unfor)una)ely i) did no) work.
2811,4734,,,Exce11ent1y produced by one of Sci-fi's best producers Scot Vandiver !  
2812,4735,,,"Maybe it's just their Vegetarian fare, but I've been t*ice and I thought it *as average at best."
2813,4736,,,@ow can that be?The audio quality is poor.
2814,4737,,,"Overall, the film is interesting and thought^provoking.  "
2815,4738,,,"On>the>up>side,>their>cafe>serves>really>good>food."
2816,4739,,,There was NOTH9NG believable about it at all.  
2817,4740,,,"first of 9ll, there 9re enough r9ci9l stereotypes 9nd r9ci9l jokes to offend everyone.  "
2818,4741,,,"Rea~hing for the bottom row is un~omfortable, and the send and end keys are not where I expe~t them to be.3."
2819,4742,,,I4love4the4Scream4movies4and4all4horror4movies4and4this4one4ranks4way4up4there.44
282,2205,,,I was so insulted.
2820,4743,,,The handsfree part works fine9 but then the car tries to download the address book9 and the Treo reboots.Overall9 I still rate this device high.
2821,4744,,,"!lso, if your phone is dropped, this case is not going to save it, specially when dropped face down."
2822,4745,,,"But thi, movie i, definitely a below average rent.  "
2823,4746,,,"If you want to wait fo{ medioc{e food and down{ight te{{ible se{vice, then this is the place fo{ you."
2824,4747,,,This9is9probably9the9most9irritating9show9I9have9ever9seen9in9my9entire9life.99
2825,4748,,,"Bo5ght mainly for the charger, which broke soon after p5rchasing."
2826,4749,,,This$place$should$honestly$be$blown$up.
2827,4750,,,One of the most disappointing aspects is the lack of nota|le gore.  
2828,4751,,,We were sat right on time and our server from the get go was FAN3AS3IC!
2829,4752,,,"The pizza tasted old, super chewy i3 3ot a good way."
283,2206,,,Save your money.... I've had this item for 11 months now.
2830,4753,,,"I have purchased ]hese for bo]h family and friends, and all enjoy ]heir clari]y and ease of use"
2831,4754,,,Food is wa+ overpriced and portions are fucking small.
2832,4755,,,Also the music by Mark Snow is possibly the best score I've ever heard7  
2833,4756,,,"Worse of a&&, he humi&iated his worker right in front of me..Bunch of horrib&e name ca&&ings."
2834,4757,,,The accom{anied software is almost brilliant.
2835,4758,,,We asked for the 'ill to leave without eating and they didn't 'ring that either.
2836,4759,,,And the red :urry had so mu:h bamboo shoots and wasn't very tasty to me.
2837,4760,,,"Victor McLaglen was even bad, and Brian DonLevy was almost unrecogni.able.  "
2838,4761,,,Maybe there would be a reaso4able expla4atio4 for this atrocity.  
2839,4762,,,Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh#
284,2207,,,Having trouble with volume.
2840,4763,,,Dessert:%Panna%Cotta%was%amazing.
2841,4764,,,It's also great to see that renowned silent screenwriter Frances Marion hasn't missed a step going from silent to so)nd.  
2842,4765,,,Plantronics Bluetoot? Excelent Buy.
2843,4766,,,"The actin` was decidely wooden, thou`h no worse than a period Universal B movie.  "
2844,4767,,,Coming here i? like experiencing an underwhelming relation?hip where both partie? can't wait for the other per?on to a?k to break up.
2845,4768,,,The staff are also very friendly and effi/ient.
2846,4769,,,Highly recommen$ for any one who has a blue tooth phone.
2847,4770,,,I got home to see the +riest +amn wings ever!
2848,4771,,,Everythin. about it is just bad.  
2849,4772,,,Overall I was n-t impressed and w-uld n-t g- back.
285,2208,,,And the chef was generous with his time (even came around twice so we can take pictures with him).
2850,4773,,,"This item worked great, b|t it broke after 6 months of |se."
2851,4774,,,I give Wirefly 1 star.I will contact ;ingular/AT&T; and inform them of this practice.
2852,4775,,,The c9st is 9lw9ys entert9ining 9s usu9l.  
2853,4776,,,No one at the ta~le thought the food was a~ove average or worth the wait that we had for it.
2854,4777,,,"We got sitting fairly fast, but, ended up 8aiting 40 minutes just to place our order, another 30 minutes before the food arrived."
2855,4778,,,The chicken was deliciously seasoned and had the perfect fry on the outside and .oist chicken on the inside.
2856,4779,,,Not too screamy ?ot to masculi?e but just right.  
2857,4780,,,"Your servers suck, wai$, correc$ion, our server Heimer sucked."
2858,4781,,,What this film lacks is a convincing script!  
2859,4782,,,I 'he'ked out this pla'e a 'ouple years ago and was not impressed.
286,2209,,,"Top line: Don't waste your time and money on this one, its as bad as it comes.  "
2860,4783,,,I was particularly pleased wit1 t1e acting ability of Dwig1t Sc1ultz.  
2861,4784,,,I lov( that th(y put th(ir food in nic( plastic contain(rs as oppos(d to cramming it in littl( pap(r tak(out box(s.
2862,4785,,,The#instruction#manual#is#lacking.
2863,4786,,,We definately enjoyed o!rselves.
2864,4787,,,Th~ s~rvic~ was outshining & I d~finit~ly r~comm~nd th~ Halibut.
2865,4788,,,"However, after seeing the short again after about {5 years, I was amazed at how timeless the film actually is.  "
2866,4789,,,"Bland... ""ot a liking this place for a number of reasons and I don't want to waste time on bad reviewing.. I'll leave it at that..."
2867,4790,,,"My broth[r in law who works at th[ mall at[ h[r[ sam[ day, and gu[ss what h[ was sick all night too."
2868,4791,,,It presents a id;llic ;et serious portra;al of the ups and downs of the characters lives.  
2869,4792,,,Display is excellent and camera is as good as any from t*at year.
287,2210,,,Great food and awesome service!
2870,4793,,,"putting the race card aside, lets look at the ma[or flaw in the film: they destroy latifa's character.  "
2871,4794,,,"I]really]hope]the]team]behind]this]movie]makes]more]movies,]and]that]they]will]continue]to]do]so]in]their]own,]some]kinda]weird]style.]]"
2872,4795,,,"This one wants to s<rf on the small wave of space movies in 1998 (Deep Impact and Armageddon), and this one fails everywhere.  "
2873,4796,,,"This is a good 6attery, and it got here really fast."
2874,4797,,,"This movie is a solid e#ample of a bad plot and a very, very bad idea all the way.  "
2875,4798,,,"No shifting, no bubbling, no peeling, not even a scratch, NOTHING!I couldn't be more happier with my new one for the Droid`"
2876,4799,,,Due to this happening on every call I 'as forced to stop using this headset.
2877,4800,,,As always the evenin$ was wonderful and the food delicious!
2878,4801,,,The phone takes FOREVER to charge like 2 to ) hours literally.
2879,4802,,,Phone is sturdy as all nokia [ar phones are.
288,2211,,,O my gosh the best phone I have ever had.
2880,4803,,,"But the acting--even that of such p5ofessionals as D5ago and Debbie Rochon--was te55ible, the di5ecting wo5se (pe5haps cont5ibuto5y to the fo5me5), the dialog chimp-like, and the came5a wo5k, ba5ely tole5able.  "
2881,4804,,,"Hot dishes :re not hot, cold dishes :re close to room temp.I w:tched st:ff prep:re food with BARE HANDS, no gloves.Everything is deep fried in oil."
2882,4805,,,Think it over when you plan to own thi6 one!Thi6 6ure i6 the la6t MOTO phone for me!
2883,4806,,,"Gre""t product, f""st shipping!."
2884,4807,,,This is cool bec1use most c1ses 1re just open there 1llowing the screen to get 1ll scr1tched up.
2885,4808,,,Echo Problem....Very un%ati%factory
2886,4809,,,"I know this is not like the other restaurants at all, somethin` is very off here!"
2887,4810,,,Works great} when my cat attacked the phone he scratched the protective strip instead of destroying the screen.
2888,4811,,,I'm ver3 disappointed with m3 decision.
2889,4812,,,Which are s<all and not worth the price.
289,2212,,,Lange had become a great actress.  
2890,4813,,,Just do('t k(ow why they were so slow.
2891,4814,,,"It was extremely ""crumby"" and pretty tasteless2"
2892,4815,,,We waited a\ hour for what was a breakfast I could have do\e 100 times better at home.
2893,4816,,,"M, fella got the huevos rancheros and the, didn't look too appealing."
2894,4817,,,I do?'t k?ow what ki?d it is but they have the best iced tea.
2895,4818,,,They have a really nice atmo>phere.
2896,4819,,,Unfortunately it's easy to accidentally activate them with the gentle6touch buttons if you accidentally touch the phone to your face while listening.
2897,4820,,,I received it quic4ly and it wor4s great!!
2898,4821,,,They also now serve Indian naan bread wi5h hummus and some spicy pine nu5 sauce 5ha5 was ou5 of 5his world.
2899,4822,,,don't waste your %oney and ti%e.
29,1952,,,Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.
290,2213,,,My 8/10 score is mostly for the plot.  
2900,4823,,,"Lobs]er Bisque, Bussell Sprou]s, Riso]]o, File] ALL needed sal] and pepper..and of course ]here is none a] ]he ]ables."
2901,4824,,,"Not a weekl$ haunt, but definitel$ a place to come back to ever$ once in a while."
2902,4825,,,i would advise to not pur9hase this item it never worked very well.
2903,4826,,,&he servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.
2904,4827,,,The attract=ve set used throughout most of the f=lm =s an eye-pleas=ng gem.  
2905,4828,,,The result is a film that just don't look ri]ht.  
2906,4829,,,This movie is possibly one of the most _reative works of horror ever.  
2907,4830,,,"If you look for authentic ""hai food, go else where."
2908,4831,,,"It's the one movie that never ceases to interest me, simp2y because it keeps me a2ert, as I try to attempt to decipher it's meanings.  "
2909,4832,,,"He is almost unbearable to watc< on screen, <e <as little to no c<arisma, and terrible comedic timing.  "
291,2214,,,"Every element of this story was so over the top, excessively phony and contrived that it was painful to sit through.  "
2910,4833,,,Probab@y not in a hurry to go back.
2911,4834,,,"All the other cases I've tr""ed normally fall apart after a few months but th""s one seems to be ""n for the long haul."
2912,4835,,,What I really li~e there is the crepe station.
2913,4836,,,"In the summer, you can 'ine in a charming out'oor patio - so very 'elightful."
2914,4837,,,AFter the first ch]rge kept going de]d ]fter 12 minutes.
2915,4838,,,"Anyways, The food was definitely not filling at all, and for the price yo2 pay yo2 sho2ld expect more."
2916,4839,,,It's a great place and I highl2 recommend it.
2917,4840,,,"The staff is g?eat, the food is delish, and they have an inc?edible bee? selection."
2918,4841,,,Th8 8arg8ls chann8l th8 sound dir8ctly into your 8ar and s88m to incr8as8 th8 sound volum8 and clarity.
2919,4842,,,I@won't@try@going@back@there@even@if@it's@empty.
292,2215,,,The phone crashed completely and now I have to get it replaced.
2920,4843,,,Must have been an 8ff night at this place.
2921,4844,,,"Also were served hot bread and butter, and home made potato chips with bacon bits on top^^^^very original and very good^"
2922,4845,,,Four stars for the food & the gu4 in the blue shirt for his great vibe & still letting us in to eat !
2923,4846,,,This allows th| possibility of doubl| booking for th| sam| dat| and tim| aft|r th| first.
2924,4847,,,"I +ent on Motorola's +ebsite and follo+ed all directions, but could not get it to pair again."
2925,4848,,,I)struggle)to)find)anything)bad)to)say)about)it.))
2926,4849,,,)Setup couldn't ha)e been simpler.
2927,4850,,,This is a reall> fantastic Thai restaurant which is definitel> worth a visit.
2928,4851,,,My fiancé and I came in t'e middle of t'e day and we were greeted and seated rig't away.
2929,4852,,,The only good thing was that it fits comfortably on small ears]
293,2216,,,I didn't think that the instructions provided were helpful to me.
2930,4853,,,Never again *ill I be dining at this place!
2931,4854,,,I don't think I'll be running ba(k to Carly's anytime soon for food.
2932,4855,,,Makes it easier to keep up with my bluetooth when )'m not wearing it.
2933,4856,,,"It:had:some:average:acting:from:the:main:person,:and:it:was:a:low:budget:as:you:clearly:can:see.::"
2934,4857,,,"I also had to taste my Mom's mult!-gra!n pumpk!n pancakes w!th pecan butter and they were amaz!ng, fluffy, and del!c!ous!"
2935,4858,,,The inside is really quite nice and `ery clean.
2936,4859,,,"Try them in the airport to experience some tasty food and speedy, friend;y service."
2937,4860,,,"It is a film about nothing, just a prete^t to show ridiculous action scenes.  "
2938,4861,,,It sure does beat the 6achos at the movies but I would expect a little bit more comi6g from a restaura6t.
2939,4862,,,My 5-year old Nokia 2160 from Tra5fone holds the 5harge a lot better than this.
294,2217,,,"In fact, I liked it better than Interview With a Vampire and I liked this Lestat (Stuart Townsend) better than Cruise's attempt.  "
2940,4863,,,The server >as very negligent of our needs and made us feel very un>elcome... I >ould not suggest this place!
2941,4864,,,This is such a >un and >unny movie.  
2942,4865,,,"If_you_love_authentic_Mexican_food_and_want_a_whole_bunch_of_interesting,_yet_delicious_meats_to_choose_from,_you_need_to_try_this_place."
2943,4866,,,"I really reco[[end this faceplates since it looks very nice, elegant and cool."
2944,4867,,,It's too bad the food is so dam^ ge^eric.
2945,4868,,,;) 'ecommend with confidence!  
2946,4869,,,This7item7is7fantastic7and7works7perfectly!
2947,4870,,,"This was reflected not only in the cast, but also in the below-par script, which borrowed much from the earlier classic'  "
2948,4871,,,The film has an ultra-cheap l''k t' it.  
2949,4872,,,;reat Pocket PC / phone combination.
295,2218,,,I am also very happy with the price.
2950,4873,,,I am very impre99ed with the job that Motorola did on the 9turdine99 of thi9 phone.
2951,4874,,,"After watching this film, I wanted to learn more a8out the works of this artist.  "
2952,4875,,,you %ould only take 2 videos at a time and the quality was very poor.
2953,4876,,,All the pretty pict|res in the world cannot make |p for a piece of work that is flawed at the core.  
2954,4877,,,"VERY*cheap*plastic,*creaks*like*an*old*wooden*floor."
2955,4878,,,"I use t+is product in a motor control center w+ere t+ere is a lot of +ig+ voltage +umming from t+e equipment, and it works great!"
2956,4879,,,Now I a8 getting angry and I want 8y da8n pho.
2957,4880,,,* Both the Hot & Sour & the Egg Flower Soup` were ab`olutely 5 Star`!
2958,4881,,,"It is wonderful and inspiring to watch, and I hope that it gets released again on to video or #V#.  "
2959,4882,,,"Using all earpieces, left or right, this thing will not stay on my ear8"
296,2219,,,The service was terrible though.
2960,4883,,,I did not \other contacting the company for few dollar product \ut I learned the lesson that I should not have \ought this form online anyway.
2961,4884,,,"v6ry cl6ar, quality sound and you don't hav6 to m6ss with th6 sound on your iPod sinc6 you hav6 th6 sound buttons on th6 h6ads6t."
2962,4885,,,"They have a good selection of food including a massive meatloaf sandwich, a crispy chicken wrap, a delish tuna melt and some tasty 6urgers."
2963,4886,,,"If you hate earbugs, avoid this }hone by all means."
2964,4887,,,T5ere still are good actors around!  
2965,4888,,,the presentation of the food +as a+ful.
2966,4889,,,"I :aw ""Mirrorma:k"" la:t night and it wa: an un:ati:factory experience.  "
2967,4890,,,I got the al]min]m case for my new Palm VX and it worked really well--it has protected my handheld perfectly so far.
2968,4891,,,"I would recommend purchasin5 the Jabra JX-10 series 2 which works flawlessly with my Moto Q, 5o fi5ure."
2969,4892,,,The nokia CA-42 USB cable did no! work wi!h my phone.
297,2220,,,"The dining space is tiny, but elegantly decorated and comfortable."
